,city,city_code,control_type,elevation,location_type,project,sample_type,setting,station,surface,surface_material,traffic
haib18CEM5453_HMC2KCCXY_SL336605,hong_kong,HKG,,above_ground_closed,,,,suburban,asiaworld_expo,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336606,hong_kong,HKG,,above_ground_mixed,,,,rural,sunny_bay,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336607,hong_kong,HKG,,under_ground,,,,urban,hong_kong,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336608,hong_kong,HKG,,above_ground_closed,,,,urban,airport,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336609,hong_kong,HKG,,above_ground_open,,,,rural,disneyland_resort,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336610,hong_kong,HKG,,under_ground,,,,urban,tsim_sha_tsui,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336611,hong_kong,HKG,,above_ground_closed,,,,urban,nam_cheong,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336612,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336613,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336614,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336615,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336616,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336617,,,,,,,,,,,,
haib18CEM5453_HMC2KCCXY_SL336618,,,,,,,,,,,,
haib18CEM5453_HMC2KCCXY_SL336619,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336620,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336621,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336622,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336623,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336624,,,,,,,,,,,,
haib18CEM5453_HMC2KCCXY_SL336625,,,,,,,,,,,,
haib18CEM5453_HMC2KCCXY_SL336626,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336627,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336628,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336629,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336630,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336631,hong_kong,HKG,,above_ground_closed,,,,urban,residence_4,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336632,,,,,,,,,,,,
haib18CEM5453_HMC2KCCXY_SL336633,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336634,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336635,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336636,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336637,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336638,,,,,,,,,,,,
haib18CEM5453_HMC2KCCXY_SL336639,,,,,,,,,,,,
haib18CEM5453_HMC2KCCXY_SL336640,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336641,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336642,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336643,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336644,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336645,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336646,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336647,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336648,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336649,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336650,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336651,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336652,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336653,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336654,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336655,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336656,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336657,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336658,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336659,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336660,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336661,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336662,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336663,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336664,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336665,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336666,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336667,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336668,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336669,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336670,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336671,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336672,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336673,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336674,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336675,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336676,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336677,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336678,hong_kong,HKG,,above_ground_closed,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336679,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336680,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336681,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336682,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336683,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336684,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336685,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336686,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336687,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336688,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336689,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336690,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336691,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336692,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336693,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336694,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336695,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336696,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336697,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336698,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336699,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336700,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336701,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336702,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336703,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336704,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336705,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336706,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336707,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336708,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336709,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336710,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336711,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336712,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336713,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336714,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336715,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336716,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336717,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336718,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336719,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336720,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336721,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336722,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336723,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336724,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336725,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336726,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336727,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336728,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336729,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336730,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336731,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336732,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336733,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336734,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336735,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336736,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336737,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336738,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336739,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336740,,,,,,,,,,,,
haib18CEM5453_HMC2KCCXY_SL336741,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,fo tan park railing day 6 night
haib18CEM5453_HMC2KCCXY_SL336742,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336743,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336744,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336745,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336746,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336747,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336748,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336749,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336750,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336751,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336752,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336753,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336754,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336755,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336756,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336757,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336758,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336759,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336760,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336761,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336762,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336763,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336764,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336765,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336766,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336767,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336768,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336769,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336770,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336771,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336772,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336773,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336774,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336775,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,other,
haib18CEM5453_HMC2KCCXY_SL336776,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336777,hong_kong,HKG,,above_ground_open,,,,urban,residence_3,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336778,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336779,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336780,hong_kong,HKG,,above_ground_mixed,,,,urban,fo_tan,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336781,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336782,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336783,hong_kong,HKG,,above_ground_closed,,,,urban,residence_3,other,metal,
haib18CEM5453_HMC2KCCXY_SL336784,hong_kong,HKG,,above_ground_closed,,,,urban,kowloon_bay,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336785,hong_kong,HKG,,above_ground_closed,,,,urban,yau_tong,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336786,hong_kong,HKG,,under_ground,,,,urban,shek_kip_mei,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336787,hong_kong,HKG,,under_ground,,,,urban,mongkok,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336788,hong_kong,HKG,,above_ground_mixed,,,,suburban,heng_on,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336789,hong_kong,HKG,,under_ground,,,,urban,lok_fu,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336790,hong_kong,HKG,,above_ground_closed,,,,urban,hang_hau,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336791,hong_kong,HKG,,above_ground_mixed,,,,suburban,city_one,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336792,hong_kong,HKG,,under_ground,,,,urban,wong_tai_sin,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336793,hong_kong,HKG,,under_ground,,,,urban,whampoa,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336794,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336795,hong_kong,HKG,,above_ground_closed,,,,urban,ngau_tau_kok,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336796,hong_kong,HKG,,above_ground_mixed,,,,urban,quarry_bay,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336797,hong_kong,HKG,,above_ground_closed,,,,urban,tseung_kwan_o,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336798,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336799,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,metal,
haib18CEM5453_HMC2KCCXY_SL336800,hong_kong,HKG,,above_ground_closed,,,,urban,kwun_tong,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336801,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,other,other,
haib18CEM5453_HMC2KCCXY_SL336802,hong_kong,HKG,,under_ground,,,,urban,diamond_hill,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336803,hong_kong,HKG,,under_ground,,,,urban,ho_man_tin,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336804,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336805,hong_kong,HKG,,under_ground,,,,urban,north_point,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336806,hong_kong,HKG,,under_ground,,,,urban,lohas_park,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336807,hong_kong,HKG,,above_ground_closed,,,,urban,lam_tin,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336808,hong_kong,HKG,,under_ground,,,,urban,yau_ma_tei,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336809,hong_kong,HKG,,above_ground_mixed,,,,urban,wu_kai_sha,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336810,hong_kong,HKG,,above_ground_mixed,,,,urban,ma_on_shan,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336811,hong_kong,HKG,,under_ground,,,,urban,choi_hung,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336812,hong_kong,HKG,,above_ground_closed,,,,urban,po_lam,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336813,hong_kong,HKG,,above_ground_closed,,,,urban,tiu_keng_leng,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336814,hong_kong,HKG,,above_ground_closed,,,,urban,hung_hom,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336815,hong_kong,HKG,,above_ground_closed,,,,urban,tsuen_wan,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336816,hong_kong,HKG,,under_ground,,,,urban,cheung_sha_wan,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336817,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336818,hong_kong,HKG,,under_ground,,,,urban,tai_wo_hau,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336819,hong_kong,HKG,,under_ground,,,,urban,admiralty,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336820,hong_kong,HKG,,under_ground,,,,urban,tsuen_wan_west,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336821,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336822,hong_kong,HKG,,above_ground_open,,,,urban,residence_1,handrail,metal,
haib18CEM5453_HMC2KCCXY_SL336823,hong_kong,HKG,,above_ground_closed,,,,rural,kam_sheung_road,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336824,hong_kong,HKG,,above_ground_closed,,,,urban,kwai_hing,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336825,hong_kong,HKG,,above_ground_mixed,,,,suburban,che_kung_temple,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336826,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_left,skin,
haib18CEM5453_HMC2KCCXY_SL336827,hong_kong,HKG,,above_ground_closed,,,,urban,residence_1,palm_right,skin,
haib18CEM5453_HMC2KCCXY_SL336828,hong_kong,HKG,,under_ground,,,,urban,austin,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336829,hong_kong,HKG,,under_ground,,,,urban,sham_shui_po,ticket_machine,plastic,
haib18CEM5453_HMC2KCCXY_SL336830,hong_kong,HKG,,above_ground_closed,,,,suburban,tai_shui_hang,ticket_machine,plastic,
