,city,city_code,control_type,elevation,location_type,project,sample_type,setting,station,surface,surface_material,traffic
haib17CEM5106_HCCGHCCXY_SL270517,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,handrail,metal,
haib17CEM5106_HCCGHCCXY_SL270518,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,handrail,metal,
haib17CEM5106_HCCGHCCXY_SL270519,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,handrail,metal,
haib17CEM5106_HCCGHCCXY_SL270520,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,handrail,metal,
haib17CEM5106_HCCGHCCXY_SL270521,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,handrail,wood,
haib17CEM5106_HCCGHCCXY_SL270522,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,handrail,wood,
haib17CEM5106_HCCGHCCXY_SL270523,london,LON,,above_ground_open,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270524,london,LON,,above_ground_open,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270525,london,LON,,above_ground_open,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270526,london,LON,,above_ground_open,,CSD17,environmental_microbiome,urban,,bench,metal,
haib17CEM5106_HCCGHCCXY_SL270527,london,LON,,above_ground_open,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270528,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270529,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,metal_wood,
haib17CEM5106_HCCGHCCXY_SL270530,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270531,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,metal,
haib17CEM5106_HCCGHCCXY_SL270532,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,metal,
haib17CEM5106_HCCGHCCXY_SL270533,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270534,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,metal,
haib17CEM5106_HCCGHCCXY_SL270535,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,metal,
haib17CEM5106_HCCGHCCXY_SL270536,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,metal,
haib17CEM5106_HCCGHCCXY_SL270537,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270538,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270539,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270540,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270541,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270542,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270543,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270544,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270545,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270546,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270547,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270548,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270549,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270550,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270551,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270552,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270553,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270554,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270555,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270556,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,handrail,metal,
haib17CEM5106_HCCGHCCXY_SL270557,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,-,-,
haib17CEM5106_HCCGHCCXY_SL270558,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270559,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270560,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,-,-,
haib17CEM5106_HCCGHCCXY_SL270561,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270562,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,-,-,
haib17CEM5106_HCCGHCCXY_SL270563,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270564,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270565,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270566,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270567,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,escalator_handrail,rubber,
haib17CEM5106_HCCGHCCXY_SL270568,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270569,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270570,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270571,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270572,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270573,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270574,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270575,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270576,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270577,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,-,
haib17CEM5106_HCCGHCCXY_SL270578,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270579,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270580,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270581,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270582,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270583,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,bench,wood,
haib17CEM5106_HCCGHCCXY_SL270584,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270585,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270586,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270587,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,ticket_machine,glass,
haib17CEM5106_HCCGHCCXY_SL270588,london,LON,,under_ground,,CSD17,environmental_microbiome,urban,,handrail,metal,
haib17CEM5106_HCV72CCXY_SL269716,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269717,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269718,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269719,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269720,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269721,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269722,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269723,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269724,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269725,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269726,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269727,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269728,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269729,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269730,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269731,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269732,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269733,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269734,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269735,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269736,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269737,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269738,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269739,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269740,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269741,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269742,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269743,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269744,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269745,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269746,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269747,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269748,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269749,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269750,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269751,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269752,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269753,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269754,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269755,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269756,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269757,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269758,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269759,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269760,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269761,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269762,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269763,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269764,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269765,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269766,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269767,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269768,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269769,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269770,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269771,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269772,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269773,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269774,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269775,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269776,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269777,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269778,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269779,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269780,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269781,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269782,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269783,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269784,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269785,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269786,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269787,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269788,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269789,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269790,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269791,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269792,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269793,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269794,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269795,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269796,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269797,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269798,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269799,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269800,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269801,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269802,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269803,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269804,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269805,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269806,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269807,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269808,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269809,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269810,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCV72CCXY_SL269811,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269524,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269525,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269526,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269527,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269528,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269529,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269530,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269531,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269532,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269533,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269534,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269535,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269536,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269537,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269538,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269539,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269540,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCVMTCCXY_SL269541,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
