Sample_#,Date_Collected,Bus_Number,Bus_Line,Area,Material,Label
CSD16-FAI-0714,20160301,,,Gate 2 women's rest room toilet,tile,Airport Gate 2 women's rest room toilet_tile
CSD16-FAI-0715,20160301,,,Gate 1 floor,rubber,Airport Gate 1 floor_rubber
CSD16-FAI-0716,20160301,,,Jetway 1 sample 2,rubber,Airport Jetway 1 sample 2_rubber
CSD16-FAI-0717,20160301,,,Gate 1 seats,faux leather,Airport Gate 1 seats_faux leather
CSD16-FAI-0718,20160301,,,Getway 2 women's restroom sink,marble-like,Airport Getway 2 women's restroom sink_marble-like
CSD16-FAI-0719,20160301,,,Baggage Belt,metal,Airport Baggage Belt_metal
CSD16-FAI-0720,20160301,,,handrail,metal,Airport handrail_metal
CSD16-FAI-0721,20160301,,,Jetway wheelchair seat,faux leather,Airport Jetway wheelchair seat_faux leather
CSD16-FAI-0722,20160301,,,Jetway 1 handrail,metal,Airport Jetway 1 handrail_metal
CSD16-FAI-0723,20160301,,,Jetway 1 wheelchair foot,rubber,Airport Jetway 1 wheelchair foot_rubber
CSD16-FAI-0724,20160301,,,Gate 2 seats,faux leather,Airport Gate 2 seats_faux leather
CSD16-FAI-0725,20160301,,,Gate 1 ticket counter,ceramic,Airport Gate 1 ticket counter_ceramic
CSD16-FAI-0726,20160301,,,Kiosk,plastic screen,Airport Kiosk_plastic screen
CSD16-FAI-0727,20160301,,,Star bucks table,wood,Airport Star bucks table_wood
CSD16-FAI-0728,20160301,,,Star bucks seat from chair,wood,Airport Star bucks seat from chair_wood
CSD16-FAI-0729,20160301,,,Men's bathroom near gate 2 toilet seat,plastic,Airport Men's bathroom near gate 2 toilet seat_plastic
CSD16-FAI-0730,20160301,,,Men's bathroom near gate 2 sink,plastic,Airport Men's bathroom near gate 2 sink_plastic
CSD16-FAI-0731,20160301,,,Gate 1 pole,metal,Airport Gate 1 pole_metal
CSD16-FAI-0732,20160311,,,star bucks table,wood,Airport star bucks table_wood
CSD16-FAI-0733,20160311,,,star bucks chair,wood,Airport star bucks chair_wood
CSD16-FAI-0734,20160311,,,Jetway 2 carpet,carpet,Airport Jetway 2 carpet_carpet
CSD16-FAI-0735,20160311,,,Jetway 2 handrail,metal,Airport Jetway 2 handrail_metal
CSD16-FAI-0736,20160311,,,Jetway 1 handrail  near plane,metal,Airport Jetway 1 handrail  near plane_metal
CSD16-FAI-0737,20160311,,,Jetway 1 wheel chair foot rest right,rubber,Airport Jetway 1 wheel chair foot rest right_rubber
CSD16-FAI-0738,20160311,,,Jetway Gate 4 handrail near plane,metal,Airport Jetway Gate 4 handrail near plane_metal
CSD16-FAI-0739,20160311,,,Water fountain near bathroom,metal,Airport Water fountain near bathroom_metal
CSD16-FAI-0740,20160311,,,seat in front of Jetway 1,faux leather,Airport seat in front of Jetway 1_faux leather
CSD16-FAI-0741,20160311,,,jetway gate 4 near plane,carpet,Airport jetway gate 4 near plane_carpet
CSD16-FAI-0742,20160311,,,escalator to exit,plastic,Airport escalator to exit_plastic
CSD16-FAI-0743,20160311,,,bench by concourse inside,wood,Airport bench by concourse inside_wood
CSD16-FAI-0744,20160311,,,wheelchair seta jetway 1,faux leather,Airport wheelchair seta jetway 1_faux leather
CSD16-FAI-0745,20160311,,,gate 4 seat 3,faux leather,Airport gate 4 seat 3_faux leather
CSD16-FAI-0746,20160311,,,"jetway 1 floor near plane, not carpet",black mat,"Airport jetway 1 floor near plane, not carpet_black mat"
CSD16-FAI-0747,20160311,,,baggage belt 1,metal,Airport baggage belt 1_metal
CSD16-FAI-0748,20160311,,,jetway 1 pole,metal,Airport jetway 1 pole_metal
CSD16-FAI-0749,20160311,,,"jetway 2 floor by plane not carpet, black matt",bmat,"Airport jetway 2 floor by plane not carpet, black matt_bmat"
CSD16-FAI-0750,20160311,,,jetway 1 carpet near plane,carpet,Airport jetway 1 carpet near plane_carpet
CSD16-FAI-0751,20160311,,,women's rest room handicapped seat right side,faux leather,Airport women's rest room handicapped seat right side_faux leather
CSD16-FAI-0752,20160311,,,women's rest room flush handle,metal,Airport women's rest room flush handle_metal
CSD16-FAI-0753,20160301,,,Gate 4 Delta floor,rubber,Airport Gate 4 Delta floor_rubber
CSD16-FAI-0754,20160301,,,Gate 4 Delta seat,faux leather,Airport Gate 4 Delta seat_faux leather
CSD16-FAI-0203,20160807,,,Jetway 2 floor (as soon as step out of plane),rubber,Airport Jetway 2 floor (as soon as step out of plane)_rubber
CSD16-FAI-0204,20160807,,,Jetway 2 floor (right after above area),carpet,Airport Jetway 2 floor (right after above area)_carpet
CSD16-FAI-0205,20160807,,,Jetway 2 handrail,metal,Airport Jetway 2 handrail_metal
CSD16-FAI-0206,20160807,,,Jetway 1 seats waiting area,(faux?) leather,Airport Jetway 1 seats waiting area_(faux?) leather
CSD16-FAI-0207,20160807,,,Jetway 1 pole,metal,Airport Jetway 1 pole_metal
CSD16-FAI-0208,20160807,,,Jetway 1 floor (next to rubber floor area),carpet,Airport Jetway 1 floor (next to rubber floor area)_carpet
CSD16-FAI-0209,20160807,,,Jetway 1 floor (as soon as step out of plane),rubber,Airport Jetway 1 floor (as soon as step out of plane)_rubber
CSD16-FAI-0210,20160807,,,In front of Gate 1 (by seating area),carpet,Airport In front of Gate 1 (by seating area)_carpet
CSD16-FAI-0211,20160807,,,Handrail by Gate 1,metal,Airport Handrail by Gate 1_metal
CSD16-FAI-0212,20160807,,,water fountain by gate 2,metal,Airport water fountain by gate 2_metal
CSD16-FAI-0213,20160807,,,Jetway 4 floor (right by plane),rubber,Airport Jetway 4 floor (right by plane)_rubber
CSD16-FAI-0214,20160807,,,Jetway 4 floor,carpet,Airport Jetway 4 floor_carpet
CSD16-FAI-0215,20160807,,,Jetway 4 handrail (all along the long railway),metal,Airport Jetway 4 handrail (all along the long railway)_metal
CSD16-FAI-0216,20160807,,,Gate 4 floor in front of jetway,carpet,Airport Gate 4 floor in front of jetway_carpet
CSD16-FAI-0217,20160807,,,Gate 4 seats,(faux?) leather,Airport Gate 4 seats_(faux?) leather
CSD16-FAI-0218,20160807,,,Starbucks table,wood,Airport Starbucks table_wood
CSD16-FAI-0219,20160807,,,Starbucks chair,wood,Airport Starbucks chair_wood
CSD16-FAI-0220,20160807,,,Women's Bathroom (handicapped stall) seat,plastic,Airport Women's Bathroom (handicapped stall) seat_plastic
CSD16-FAI-0221,20160807,,,Women's bathroom (wash basin) and sink counter,metal and marble,Airport Women's bathroom (wash basin) and sink counter_metal and marble
CSD16-FAI-0222,20160807,,,Family restroom sink counter,marble,Airport Family restroom sink counter_marble
CSD16-FAI-0223,20160807,,,Family restroom baby changing area,plastic,Airport Family restroom baby changing area_plastic
CSD16-FAI-0224,20160807,,,Family restroom wooden bench (pron used for bags or to sit kids),,Airport Family restroom wooden bench (pron used for bags or to sit kids)_
CSD16-FAI-0225,20160807,,,Family restroom floor,tiles (ceramic?),Airport Family restroom floor_tiles (ceramic?)
CSD16-FAI-0226,20160807,,,Men's bathroom urinal (composite of 3),ceramic,Airport Men's bathroom urinal (composite of 3)_ceramic
CSD16-FAI-0227,20160807,,,Men's bathroom sink counter ,granite or marble?,Airport Men's bathroom sink counter _granite or marble?
CSD16-FAI-0228,20160807,,,Men's bathroom toilet seat (non-handicapped stall),plastic,Airport Men's bathroom toilet seat (non-handicapped stall)_plastic
CSD16-FAI-0229,20160807,,,Escalator going down to exit,rubber,Airport Escalator going down to exit_rubber
CSD16-FAI-0230,20160807,,,Baggage belt (main one/there is only 1 main one),metal,Airport Baggage belt (main one/there is only 1 main one)_metal
CSD16-FAI-0231,20160807,,,Bench by entrance/exit (indoors),wood,Airport Bench by entrance/exit (indoors)_wood
CSD16-FAI-0232,20160807,,,Kiosk (composite of 3),computer screen,Airport Kiosk (composite of 3)_computer screen
CSD16-FAI-0233,20160807,,,Air sample from 9:30p.m.-11:30p.m.,-,Airport Air sample from 9:30p.m.-11:30p.m._-
CSD16-FAI-0234,20160812,,,negative control cup open to air on 08-10-2016,swabbed cup exposed to air for 1 full day in culturing lab room,Airport negative control cup open to air on 08-10-2016_swabbed cup exposed to air for 1 full day in culturing lab room
CSD16-FAI-0235,20160812,,,negative control swabbed air 08-12-2016,air,Airport negative control swabbed air 08-12-2016_air
CSD16-FAI-0236,20160812,,,negative control swabbed air 08-12-2016,air,Airport negative control swabbed air 08-12-2016_air
CSD16-FAI-0237,20160812,,,negative control swabbed air 08-12-2016,air,Airport negative control swabbed air 08-12-2016_air
CSD16-FAI-0238,20160812,,,positive control community standard (Zymogen) taken from tube that was thawed once before already,sterile urine cup,Airport positive control community standard (Zymogen) taken from tube that was thawed once before already_sterile urine cup
CSD16-FAI-0815a,20160311,,,Baggage Belt 1,metal,Airport Baggage Belt 1_TSA_none_37
CSD16-FAI-0815b,20160311,,,Baggage Belt 1,metal,Airport Baggage Belt 1_TSA_none_37
CSD16-FAI-0816,20160311,,,Female bathroom flush button (handicapped stall),metal?,Airport Female bathroom flush button (handicapped stall)_R2A_none_23
CSD16-FAI-0817,20160311,,,female bathroom handicapped stall (seat right side),plastic,Airport female bathroom handicapped stall (seat right side)_R2A_none_23
CSD16-FAI-0818,20160311,,,Gate 1 metal pole near jetway,metal,Airport Gate 1 metal pole near jetway_R2A_none_23
CSD16-FAI-0819,20160311,,,Gate 1 seat,faux leather,Airport Gate 1 seat_R2A_none_23
CSD16-FAI-0820,20160311,,,Gate 4 seat,faux leather,Airport Gate 4 seat_R2A_none_23
CSD16-FAI-0821,20160311,,,Jetway gate 1 floor black matted near plane,rubber,Airport Jetway gate 1 floor black matted near plane_R2A_none_23
CSD16-FAI-0822,20160311,,,Jetway gate 1 floor carpet,carpet,Airport Jetway gate 1 floor carpet_LB_kan_37
CSD16-FAI-0823,20160311,,,Jetway gate 1 floor carpet,carpet,Airport Jetway gate 1 floor carpet_LB_tet_37
CSD16-FAI-0824,20160311,,,Jetway gate 1 floor carpet (carpet near plane),carpet,Airport Jetway gate 1 floor carpet (carpet near plane)_R2A_none_23
CSD16-FAI-0825a,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_LB_none_28
CSD16-FAI-0825b,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_LB_none_28
CSD16-FAI-0826a,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_LB_none_37
CSD16-FAI-0826b,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_LB_none_37
CSD16-FAI-0827a,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_carpet_TSA_none
CSD16-FAI-0827b,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_carpet_TSA_none
CSD16-FAI-0828a,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_carpet_TSA_none
CSD16-FAI-0828b,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_carpet_TSA_none
CSD16-FAI-0828c,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_carpet_TSA_none
CSD16-FAI-0829,20160311,,,Jetway gate 1 handrail near plane,metal,Airport Jetway gate 1 handrail near plane_metal_R2A_
CSD16-FAI-0830,20160311,,,Jetway gate 1 wheelchair (blue seat),faux leather,Airport Jetway gate 1 wheelchair (blue seat)_faux leather_LB_none
CSD16-FAI-0831,20160311,,,Jetway gate 1 wheelchair (blue seat),faux leather,Airport Jetway gate 1 wheelchair (blue seat)_faux leather_R2A_
CSD16-FAI-0832,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_LB_kan
CSD16-FAI-0833a,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_LB_none
CSD16-FAI-0833b,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_LB_none
CSD16-FAI-0834,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_LB_strep
CSD16-FAI-0835,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_R2A_
CSD16-FAI-0836a,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_none
CSD16-FAI-0836b,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_none
CSD16-FAI-0837a,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_none
CSD16-FAI-0837b,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_none
CSD16-FAI-0837c,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_none
CSD16-FAI-0837d,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_none
CSD16-FAI-0838a,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_strep
CSD16-FAI-0838b,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_strep
CSD16-FAI-0839,20160311,,,Jetway gate 2 floor by plane black matted,rubber,Airport Jetway gate 2 floor by plane black matted_rubber_TSA_tet
CSD16-FAI-0840a,20160311,,,Jetway gate 2 floor carpet,carpet,Airport Jetway gate 2 floor carpet_carpet_R2A_
CSD16-FAI-0840b,20160311,,,Jetway gate 2 floor carpet,carpet,Airport Jetway gate 2 floor carpet_carpet_R2A_
CSD16-FAI-0841,20160311,,,Jetway gate 2 handrail,metal,Airport Jetway gate 2 handrail_metal_R2A_
CSD16-FAI-0842,20160311,,,Starbucks wooden chair,wood,Airport Starbucks wooden chair_wood_R2A_
CSD16-FAI-0843,20160311,,,Starbucks wooden table ,wood,Airport Starbucks wooden table _wood_R2A_
CSD16-FAI-0844,20160311,,,Water fountain button near gate 1 and 2,metal,Airport Water fountain button near gate 1 and 2_metal_LB_none
CSD16-FAI-0845,20160311,,,Water fountain button near gate 1 and 2,metal,Airport Water fountain button near gate 1 and 2_metal_LB_tet
CSD16-FAI-0846,20160311,,,Water fountain button near gate 1 and 2,metal,Airport Water fountain button near gate 1 and 2_metal_LB_tet
CSD16-FAI-0847,20160311,,,Water fountain button near gate 1 and 2,metal,Airport Water fountain button near gate 1 and 2_metal_R2A_
CSD16-FAI-0848,20160311,,,Water fountain button near gate 1 and 2,metal,Airport Water fountain button near gate 1 and 2_metal_TSA_kan
CSD16-FAI-0849,20160311,,,Water fountain button near gate 1 and 2,metal,Airport Water fountain button near gate 1 and 2_metal_TSA_none
CSD16-FAI-0850,20160311,,,Water fountain button near gate 1 and 2,metal,Airport Water fountain button near gate 1 and 2_metal_TSA_none
CSD16-FAI-0851,20160311,,,Wheelchair footrest (right),rubber (black matted),Airport Wheelchair footrest (right)_rubber (black matted)_R2A_
CSD16-FAI-0852,20160311,,,Wooden bench by concourse 1 (outside secure area),wood,Airport Wooden bench by concourse 1 (outside secure area)_wood_R2A_
CSD16-FAI-0853,20160311,,,Jetway gate 1 floor carpet near plane,carpet,Airport Jetway gate 1 floor carpet near plane_carpet_LB_none
CSD16-FAI-0854,20160720,,,negative control suggested by Chris,lab air ,Optionalnegative control suggested by Chris_lab air _LB_none
CSD16-FAI-0855,20161204,,,TN sample,none,Airport TN sample_none_none_none
CSD16-FAI-0856,20161204,,,JRN sample,none,Airport JRN sample_none_none_none
CSD16-FAI-0857,20161204,,,EMV sample,none,Airport EMV sample_none_none_none
CSD16-FAI-0239,,,,Jetway 2 floor (as soon as step out of plane),,Airport Jetway 2 floor (as soon as step out of plane)_RT (~22C)_R2A_None
CSD16-FAI-0240,,,,Jetway 2 handrail,,Airport Jetway 2 handrail_RT (~22C)_R2A_None
CSD16-FAI-0241,,,,Jetway 1 seats waiting area,,Airport Jetway 1 seats waiting area_RT (~22C)_R2A_None
CSD16-FAI-0242,,,,Jetway 1 floor (next to rubber floor area),,Airport Jetway 1 floor (next to rubber floor area)_RT (~22C)_R2A_None
CSD16-FAI-0243,,,,Jetway 1 floor (as soon as step out of plane),,Airport Jetway 1 floor (as soon as step out of plane)_RT (~22C)_R2A_None
CSD16-FAI-0244,,,,In front of Gate 1 carpet (by seating area),,Airport In front of Gate 1 carpet (by seating area)_RT (~22C)_R2A_None
CSD16-FAI-0245,,,,water fountain by gate 2,,Airport water fountain by gate 2_RT (~22C)_R2A_None
CSD16-FAI-0246,,,,Starbucks table,,Airport Starbucks table_RT (~22C)_R2A_None
CSD16-FAI-0247,,,,Starbucks chair,,Airport Starbucks chair_RT (~22C)_R2A_None
CSD16-FAI-0248,,,,Women's Bathroom (handicapped stall) seat,,Airport Women's Bathroom (handicapped stall) seat_RT (~22C)_R2A_None
CSD16-FAI-0249,,,,Women's bathroom (wash basin) and sink counter,,Airport Women's bathroom (wash basin) and sink counter_RT (~22C)_R2A_None
CSD16-FAI-0250,,,,Family restroom sink counter,,Airport Family restroom sink counter_RT (~22C)_R2A_None
CSD16-FAI-0251,,,,Family restroom wooden bench (prob used for bags or to sit kids),,Airport Family restroom wooden bench (prob used for bags or to sit kids)_RT (~22C)_R2A_None
CSD16-FAI-0252,,,,Family restroom floor,,Airport Family restroom floor_RT (~22C)_R2A_None
CSD16-FAI-0253,,,,Men's bathroom urinal (composite of 3),,Airport Men's bathroom urinal (composite of 3)_RT (~22C)_R2A_None
CSD16-FAI-0254,,,,Jetway 2 floor (right after above area),,Airport Jetway 2 floor (right after above area)_RT (~22C)_R2A_None
CSD16-FAI-0255,,,,Escalator going down to exit,,Airport Escalator going down to exit_RT (~22C)_R2A_None
CSD16-FAI-0256,,,,Baggage belt (main one/there is only 1 main one),,Airport Baggage belt (main one/there is only 1 main one)_RT (~22C)_R2A_None
CSD16-FAI-0257,,,,Bench by entrance/exit (indoors),,Airport Bench by entrance/exit (indoors)_RT (~22C)_R2A_None
