INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND_OUTBOUND_METADATA,OUTBOUND,OUTBOUND,OUTBOUND,METADATA
inbound_9,inbound_9__E04,inbound_9,E04,235030084,nyc_5__G07,New_York_City,USA,\N
inbound_9,inbound_9__E05,inbound_9,E05,235030089,nyc_5__E08,New_York_City,USA,\N
inbound_9,inbound_9__E06,inbound_9,E06,235030130,nyc_5__F08,New_York_City,USA,\N
inbound_9,inbound_9__E07,inbound_9,E07,235034032,nyc_5__H06,New_York_City,USA,\N
inbound_9,inbound_9__E09,inbound_9,E09,235030058,nyc_5__D02,New_York_City,USA,\N
inbound_9,inbound_9__E10,inbound_9,E10,235033977,nyc_5__G03,New_York_City,USA,\N
inbound_9,inbound_9__E11,inbound_9,E11,235034002,nyc_5__G04,New_York_City,USA,\N
inbound_9,inbound_9__E12,inbound_9,E12,235034013,nyc_5__H02,New_York_City,USA,\N
inbound_9,inbound_9__F02,inbound_9,F02,235030064,nyc_5__F02,New_York_City,USA,\N
inbound_9,inbound_9__F06,inbound_9,F06,235030128,nyc_5__H03,New_York_City,USA,\N
inbound_9,inbound_9__F08,inbound_9,F08,235034005,nyc_5__E03,New_York_City,USA,\N
inbound_9,inbound_9__F09,inbound_9,F09,235033986,nyc_5__A02,New_York_City,USA,\N
inbound_9,inbound_9__G03,inbound_9,G03,235030038,nyc_5__F04,New_York_City,USA,\N
inbound_9,inbound_9__G04,inbound_9,G04,235033999,nyc_5__G02,New_York_City,USA,\N
inbound_9,inbound_9__G05,inbound_9,G05,235030061,nyc_5__E01,New_York_City,USA,\N
inbound_9,inbound_9__G06,inbound_9,G06,235030080,nyc_5__A03,New_York_City,USA,\N
inbound_9,inbound_9__G09,inbound_9,G09,235030087,nyc_5__D01,New_York_City,USA,\N
inbound_9,inbound_9__G10,inbound_9,G10,235030107,nyc_5__H04,New_York_City,USA,\N
inbound_9,inbound_9__G11,inbound_9,G11,235033976,nyc_5__E04,New_York_City,USA,\N
inbound_9,inbound_9__H01,inbound_9,H01,235034019,nyc_5__B03,New_York_City,USA,\N
inbound_9,inbound_9__H02,inbound_9,H02,235033996,nyc_5__A04,New_York_City,USA,\N
inbound_9,inbound_9__H03,inbound_9,H03,235033975,nyc_5__G01,New_York_City,USA,\N
inbound_9,inbound_9__H11,inbound_9,H11,235030042,nyc_5__F03,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__A05,nyc_inbound_1,A05,235033708,nyc_6__A07,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__A06,nyc_inbound_1,A06,235033689,nyc_6__H05,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__A07,nyc_inbound_1,A07,235033742,nyc_6__H07,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__B05,nyc_inbound_1,B05,235033707,nyc_6__F06,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__B06,nyc_inbound_1,B06,235033691,nyc_6__D05,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__B07,nyc_inbound_1,B07,235033730,nyc_6__E08,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__C05,nyc_inbound_1,C05,235033701,nyc_6__C05,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__C06,nyc_inbound_1,C06,235033687,nyc_6__F05,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__C07,nyc_inbound_1,C07,235033688,nyc_6__A06,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__D04,nyc_inbound_1,D04,235033769,nyc_6__C08,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__D05,nyc_inbound_1,D05,235033717,nyc_6__H06,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__D06,nyc_inbound_1,D06,235033733,nyc_6__C07,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__D07,nyc_inbound_1,D07,235033743,nyc_6__F08,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__E04,nyc_inbound_1,E04,235033740,nyc_6__E07,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__E05,nyc_inbound_1,E05,235033734,nyc_6__A08,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__E06,nyc_inbound_1,E06,235033695,nyc_6__B05,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__E07,nyc_inbound_1,E07,235033685,nyc_6__E05,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__F04,nyc_inbound_1,F04,235034084,nyc_6__F07,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__F05,nyc_inbound_1,F05,235033709,nyc_6__G07,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__F06,nyc_inbound_1,F06,235033686,nyc_6__C06,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__F07,nyc_inbound_1,F07,235033690,nyc_6__G06,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__G04,nyc_inbound_1,G04,235033720,nyc_6__G05,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__G05,nyc_inbound_1,G05,235033768,nyc_6__G08,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__G06,nyc_inbound_1,G06,235034087,nyc_6__B08,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__G07,nyc_inbound_1,G07,235033703,nyc_6__A05,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__H04,nyc_inbound_1,H04,235033771,nyc_6__D07,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__H05,nyc_inbound_1,H05,235033700,nyc_6__B07,New_York_City,USA,\N
Inbound_1,nyc_inbound_1__H06,nyc_inbound_1,H06,235033699,nyc_6__E06,New_York_City,USA,\N
inbound_16,inbound_16__C10,inbound_16,C10,232032797,stlouismo__1__G07,St_Louis,USA,\N
inbound_16,inbound_16__B04,inbound_16,B04,235197191,taipei_taiwan_2__E03,Taipei,Taiwan,\N
inbound_12,inbound_12__A01,inbound_12,A01,235184946,tokyo_japan_4__H06,Tokyo,Japan,\N
inbound_12,inbound_12__E11,inbound_12,E11,235183592,tokyo_japan_4__H08,Tokyo,Japan,\N
inbound_15,inbound_15__A05,inbound_15,A05,235183563,tokyo_japan_3__H05,Tokyo,Japan,\N
inbound_15,inbound_15__A06,inbound_15,A06,235184293,tokyo_japan_3__H06,Tokyo,Japan,\N
inbound_15,inbound_15__A07,inbound_15,A07,235184330,tokyo_japan_3__H07,Tokyo,Japan,\N
inbound_15,inbound_15__A08,inbound_15,A08,235185620,tokyo_japan_3__H08,Tokyo,Japan,\N
inbound_19,inbound_19__A01,inbound_19,A01,235032042,tokyo_japan_1__C02,Tokyo,Japan,\N
inbound_12,inbound_12__B08,inbound_12,B08,235024288,tsuruoka_japan_1__D08,Tsuruoka,Japan,\N
inbound_12,inbound_12__C06,inbound_12,C06,235043018,tsuruoka_japan_1__A08,Tsuruoka,Japan,\N
inbound_12,inbound_12__F07,inbound_12,F07,235033505,tsuruoka_japan_1__E07,Tsuruoka,Japan,\N
inbound_11,inbound_11__D06,inbound_11,D06,235033552,yamaguchi_japan_1__E03,Yamaguchi,Japan,\N
inbound_11,inbound_11__D09,inbound_11,D09,235034464,yamaguchi_japan_1__B02,Yamaguchi,Japan,\N
inbound_11,inbound_11__F07,inbound_11,F07,235033503,yamaguchi_japan_1__B08,Yamaguchi,Japan,\N
inbound_10,inbound_10__A02,inbound_10,A02,235161831,baltrimore_1__B01,Baltimore,USA,Baltimore
inbound_10,inbound_10__A03,inbound_10,A03,235163724,baltrimore_1__A03,Baltimore,USA,Baltimore
inbound_10,inbound_10__A04,inbound_10,A04,235164020,baltrimore_1__A04,Baltimore,USA,Baltimore
inbound_10,inbound_10__A05,inbound_10,A05,235162105,baltrimore_1__A05,Baltimore,USA,Baltimore
inbound_10,inbound_10__A06,inbound_10,A06,235163322,baltrimore_1__A06,Baltimore,USA,Baltimore
inbound_10,inbound_10__A07,inbound_10,A07,235161864,baltrimore_1__A07,Baltimore,USA,Baltimore
inbound_10,inbound_10__A08,inbound_10,A08,235164012,baltrimore_1__A08,Baltimore,USA,Baltimore
inbound_10,inbound_10__A09,inbound_10,A09,235162026,baltrimore_1__A09,Baltimore,USA,Baltimore
inbound_10,inbound_10__A10,inbound_10,A10,235162553,baltrimore_1__A10,Baltimore,USA,Baltimore
inbound_10,inbound_10__A11,inbound_10,A11,235163331,baltrimore_1__A11,Baltimore,USA,Baltimore
inbound_10,inbound_10__A12,inbound_10,A12,235184895,baltrimore_1__A12,Baltimore,USA,Baltimore
inbound_10,inbound_10__B02,inbound_10,B02,235161861,baltrimore_1__C01,Baltimore,USA,Baltimore
inbound_10,inbound_10__B03,inbound_10,B03,235183990,baltrimore_1__B03,Baltimore,USA,Baltimore
inbound_10,inbound_10__B04,inbound_10,B04,235162095,baltrimore_1__B04,Baltimore,USA,Baltimore
inbound_10,inbound_10__B05,inbound_10,B05,235163971,baltrimore_1__B05,Baltimore,USA,Baltimore
inbound_10,inbound_10__B06,inbound_10,B06,235162499,baltrimore_1__B06,Baltimore,USA,Baltimore
inbound_10,inbound_10__B07,inbound_10,B07,235162560,baltrimore_1__B07,Baltimore,USA,Baltimore
inbound_10,inbound_10__B08,inbound_10,B08,235162543,baltrimore_1__B08,Baltimore,USA,Baltimore
inbound_10,inbound_10__B09,inbound_10,B09,235162530,baltrimore_1__B09,Baltimore,USA,Baltimore
inbound_10,inbound_10__B10,inbound_10,B10,235162050,baltrimore_1__B10,Baltimore,USA,Baltimore
inbound_10,inbound_10__B11,inbound_10,B11,235162076,baltrimore_1__B11,Baltimore,USA,Baltimore
inbound_10,inbound_10__B12,inbound_10,B12,235163340,baltrimore_1__B12,Baltimore,USA,Baltimore
inbound_10,inbound_10__C02,inbound_10,C02,235162517,baltrimore_1__D01,Baltimore,USA,Baltimore
inbound_10,inbound_10__C03,inbound_10,C03,235161885,baltrimore_1__C03,Baltimore,USA,Baltimore
inbound_10,inbound_10__C04,inbound_10,C04,235163091,baltrimore_1__C04,Baltimore,USA,Baltimore
inbound_10,inbound_10__C05,inbound_10,C05,235163337,baltrimore_1__C05,Baltimore,USA,Baltimore
inbound_10,inbound_10__C06,inbound_10,C06,235162561,baltrimore_1__C06,Baltimore,USA,Baltimore
inbound_10,inbound_10__C07,inbound_10,C07,235161892,baltrimore_1__C07,Baltimore,USA,Baltimore
inbound_10,inbound_10__C08,inbound_10,C08,235164014,baltrimore_1__C08,Baltimore,USA,Baltimore
inbound_10,inbound_10__C09,inbound_10,C09,235162051,baltrimore_1__C09,Baltimore,USA,Baltimore
inbound_10,inbound_10__C10,inbound_10,C10,235163094,baltrimore_1__C10,Baltimore,USA,Baltimore
inbound_10,inbound_10__C11,inbound_10,C11,235163080,baltrimore_1__C11,Baltimore,USA,Baltimore
inbound_10,inbound_10__C12,inbound_10,C12,235161837,baltrimore_1__C12,Baltimore,USA,Baltimore
inbound_10,inbound_10__D02,inbound_10,D02,235162501,baltrimore_1__E01,Baltimore,USA,Baltimore
inbound_10,inbound_10__D03,inbound_10,D03,235162506,baltrimore_1__D03,Baltimore,USA,Baltimore
inbound_10,inbound_10__D04,inbound_10,D04,235162500,baltrimore_1__D04,Baltimore,USA,Baltimore
inbound_10,inbound_10__D05,inbound_10,D05,235162562,baltrimore_1__D05,Baltimore,USA,Baltimore
inbound_10,inbound_10__D06,inbound_10,D06,235162566,baltrimore_1__D06,Baltimore,USA,Baltimore
inbound_10,inbound_10__D07,inbound_10,D07,235162583,baltrimore_1__D07,Baltimore,USA,Baltimore
inbound_10,inbound_10__D08,inbound_10,D08,235162503,baltrimore_1__D08,Baltimore,USA,Baltimore
inbound_10,inbound_10__D09,inbound_10,D09,235162268,baltrimore_1__D09,Baltimore,USA,Baltimore
inbound_10,inbound_10__D10,inbound_10,D10,235163680,baltrimore_1__D10,Baltimore,USA,Baltimore
inbound_10,inbound_10__D11,inbound_10,D11,235161862,baltrimore_1__D11,Baltimore,USA,Baltimore
inbound_10,inbound_10__D12,inbound_10,D12,235162246,baltrimore_1__D12,Baltimore,USA,Baltimore
inbound_10,inbound_10__E02,inbound_10,E02,235161932,baltrimore_1__F01,Baltimore,USA,Baltimore
inbound_10,inbound_10__E03,inbound_10,E03,235162078,baltrimore_1__E03,Baltimore,USA,Baltimore
inbound_10,inbound_10__E04,inbound_10,E04,235161828,baltrimore_1__E04,Baltimore,USA,Baltimore
inbound_10,inbound_10__E05,inbound_10,E05,235182323,baltrimore_1__E05,Baltimore,USA,Baltimore
inbound_10,inbound_10__E06,inbound_10,E06,235161834,baltrimore_1__E06,Baltimore,USA,Baltimore
inbound_10,inbound_10__E07,inbound_10,E07,235161878,baltrimore_1__E07,Baltimore,USA,Baltimore
inbound_10,inbound_10__E08,inbound_10,E08,235183938,baltrimore_1__E08,Baltimore,USA,Baltimore
inbound_10,inbound_10__E09,inbound_10,E09,235162064,baltrimore_1__E09,Baltimore,USA,Baltimore
inbound_10,inbound_10__E10,inbound_10,E10,235162048,baltrimore_1__E10,Baltimore,USA,Baltimore
inbound_10,inbound_10__E11,inbound_10,E11,235161897,baltrimore_1__E11,Baltimore,USA,Baltimore
inbound_10,inbound_10__E12,inbound_10,E12,235162555,baltrimore_1__E12,Baltimore,USA,Baltimore
inbound_10,inbound_10__F02,inbound_10,F02,235162535,baltrimore_1__G01,Baltimore,USA,Baltimore
inbound_10,inbound_10__F03,inbound_10,F03,235161908,baltrimore_1__F03,Baltimore,USA,Baltimore
inbound_10,inbound_10__F04,inbound_10,F04,235161898,baltrimore_1__F04,Baltimore,USA,Baltimore
inbound_10,inbound_10__F05,inbound_10,F05,235162081,baltrimore_1__F05,Baltimore,USA,Baltimore
inbound_10,inbound_10__F06,inbound_10,F06,235163704,baltrimore_1__F06,Baltimore,USA,Baltimore
inbound_10,inbound_10__F07,inbound_10,F07,235161936,baltrimore_1__F07,Baltimore,USA,Baltimore
inbound_10,inbound_10__F08,inbound_10,F08,235161838,baltrimore_1__F08,Baltimore,USA,Baltimore
inbound_10,inbound_10__F09,inbound_10,F09,235163970,baltrimore_1__F09,Baltimore,USA,Baltimore
inbound_10,inbound_10__F10,inbound_10,F10,235162058,baltrimore_1__F10,Baltimore,USA,Baltimore
inbound_10,inbound_10__F11,inbound_10,F11,235164003,baltrimore_1__F11,Baltimore,USA,Baltimore
inbound_10,inbound_10__F12,inbound_10,F12,235162585,baltrimore_1__F12,Baltimore,USA,Baltimore
inbound_10,inbound_10__G03,inbound_10,G03,235163351,baltrimore_1__G03,Baltimore,USA,Baltimore
inbound_10,inbound_10__G04,inbound_10,G04,235163303,baltrimore_1__G04,Baltimore,USA,Baltimore
inbound_10,inbound_10__G05,inbound_10,G05,235185325,baltrimore_1__G05,Baltimore,USA,Baltimore
inbound_10,inbound_10__G06,inbound_10,G06,235161959,baltrimore_1__G06,Baltimore,USA,Baltimore
inbound_10,inbound_10__G07,inbound_10,G07,235163321,baltrimore_1__G07,Baltimore,USA,Baltimore
inbound_10,inbound_10__G08,inbound_10,G08,235163319,baltrimore_1__G08,Baltimore,USA,Baltimore
inbound_10,inbound_10__G09,inbound_10,G09,235164013,baltrimore_1__G09,Baltimore,USA,Baltimore
inbound_10,inbound_10__G10,inbound_10,G10,235162520,baltrimore_1__G10,Baltimore,USA,Baltimore
inbound_10,inbound_10__G11,inbound_10,G11,235161865,baltrimore_1__G11,Baltimore,USA,Baltimore
inbound_10,inbound_10__G12,inbound_10,G12,235161934,baltrimore_1__G12,Baltimore,USA,Baltimore
inbound_9,inbound_9__H04,inbound_9,H04,235162539,baltrimore_1__A02,Baltimore,USA,Baltimore
inbound_9,inbound_9__H05,inbound_9,H05,235161915,baltrimore_1__B02,Baltimore,USA,Baltimore
inbound_9,inbound_9__H06,inbound_9,H06,235161886,baltrimore_1__C02,Baltimore,USA,Baltimore
inbound_9,inbound_9__H07,inbound_9,H07,235161830,baltrimore_1__D02,Baltimore,USA,Baltimore
inbound_9,inbound_9__H08,inbound_9,H08,235183972,baltrimore_1__E02,Baltimore,USA,Baltimore
inbound_9,inbound_9__H09,inbound_9,H09,235162563,baltrimore_1__F02,Baltimore,USA,Baltimore
inbound_9,inbound_9__H10,inbound_9,H10,235164010,baltrimore_1__G02,Baltimore,USA,Baltimore
inbound_9,inbound_9__H12,inbound_9,H12,235161863,baltrimore_1__A01,Baltimore,USA,Baltimore
control,negative_controls_inbound__A03,negative_controls_inbound,A03,235030857,\N,\N,\N,Bogota
control,negative_controls_inbound__B03,negative_controls_inbound,B03,235030871,\N,\N,\N,Bogota
control,negative_controls_inbound__C03,negative_controls_inbound,C03,235030885,\N,\N,\N,Bogota
inbound_11,inbound_11__A01,inbound_11,A01,235078221,bogota_columbia_1__D11,Bogota,Colombia,Bogota
inbound_11,inbound_11__A05,inbound_11,A05,235082327,bogota_columbia_1__F10,Bogota,Colombia,Bogota
inbound_11,inbound_11__A09,inbound_11,A09,235074110,bogota_columbia_2__E01,Bogota,Colombia,Bogota
inbound_11,inbound_11__A10,inbound_11,A10,235073066,bogota_columbia_1__G11,Bogota,Colombia,Bogota
inbound_11,inbound_11__A11,inbound_11,A11,235073120,bogota_columbia_1__G09,Bogota,Colombia,Bogota
inbound_11,inbound_11__A12,inbound_11,A12,235075579,bogota_columbia_1__D12,Bogota,Colombia,Bogota
inbound_11,inbound_11__B01,inbound_11,B01,235082285,bogota_columbia_1__D09,Bogota,Colombia,Bogota
inbound_11,inbound_11__B05,inbound_11,B05,235082301,bogota_columbia_1__C12,Bogota,Colombia,Bogota
inbound_11,inbound_11__B09,inbound_11,B09,235073085,bogota_columbia_1__D05,Bogota,Colombia,Bogota
inbound_11,inbound_11__B10,inbound_11,B10,235074152,bogota_columbia_1__E11,Bogota,Colombia,Bogota
inbound_11,inbound_11__B11,inbound_11,B11,235072676,bogota_columbia_1__D10,Bogota,Colombia,Bogota
inbound_11,inbound_11__B12,inbound_11,B12,235078165,bogota_columbia_1__C09,Bogota,Colombia,Bogota
inbound_11,inbound_11__C01,inbound_11,C01,235072696,bogota_columbia_1__A10,Bogota,Colombia,Bogota
inbound_11,inbound_11__C05,inbound_11,C05,235074175,bogota_columbia_1__G12,Bogota,Colombia,Bogota
inbound_11,inbound_11__C10,inbound_11,C10,235074123,bogota_columbia_1__A11,Bogota,Colombia,Bogota
inbound_11,inbound_11__C11,inbound_11,C11,235081937,bogota_columbia_1__F11,Bogota,Colombia,Bogota
inbound_11,inbound_11__C12,inbound_11,C12,235081963,bogota_columbia_1__H10,Bogota,Colombia,Bogota
inbound_11,inbound_11__D10,inbound_11,D10,235072736,bogota_columbia_1__H09,Bogota,Colombia,Bogota
inbound_11,inbound_11__D11,inbound_11,D11,235072678,bogota_columbia_1__B12,Bogota,Colombia,Bogota
inbound_11,inbound_11__D12,inbound_11,D12,235074144,bogota_columbia_1__E10,Bogota,Colombia,Bogota
inbound_11,inbound_11__E10,inbound_11,E10,235074160,bogota_columbia_1__E09,Bogota,Colombia,Bogota
inbound_11,inbound_11__E11,inbound_11,E11,235074177,bogota_columbia_1__F12,Bogota,Colombia,Bogota
inbound_11,inbound_11__E12,inbound_11,E12,235074183,bogota_columbia_1__C11,Bogota,Colombia,Bogota
inbound_11,inbound_11__F10,inbound_11,F10,235074141,bogota_columbia_1__B10,Bogota,Colombia,Bogota
inbound_11,inbound_11__F11,inbound_11,F11,235074126,bogota_columbia_1__A09,Bogota,Colombia,Bogota
inbound_11,inbound_11__F12,inbound_11,F12,235082323,bogota_columbia_1__E12,Bogota,Colombia,Bogota
inbound_11,inbound_11__G10,inbound_11,G10,235074134,bogota_columbia_1__H11,Bogota,Colombia,Bogota
inbound_11,inbound_11__G11,inbound_11,G11,235081071,bogota_columbia_1__F09,Bogota,Colombia,Bogota
inbound_11,inbound_11__G12,inbound_11,G12,235074188,bogota_columbia_1__H12,Bogota,Colombia,Bogota
inbound_11,inbound_11__H10,inbound_11,H10,235082271,bogota_columbia_1__A12,Bogota,Colombia,Bogota
inbound_11,inbound_11__H11,inbound_11,H11,235072675,bogota_columbia_1__C10,Bogota,Colombia,Bogota
inbound_11,inbound_11__H12,inbound_11,H12,235078159,bogota_columbia_1__B09,Bogota,Colombia,Bogota
inbound_17,inbound_17__A01,inbound_17,A01,235074131,bogota_columbia_1__D04,Bogota,Colombia,Bogota
inbound_17,inbound_17__A02,inbound_17,A02,235072672,bogota_columbia_1__D03,Bogota,Colombia,Bogota
inbound_17,inbound_17__A03,inbound_17,A03,235082259,bogota_columbia_1__D02,Bogota,Colombia,Bogota
inbound_17,inbound_17__A04,inbound_17,A04,235082318,bogota_columbia_1__D01,Bogota,Colombia,Bogota
inbound_17,inbound_17__A05,inbound_17,A05,235082338,bogota_columbia_2__C04,Bogota,Colombia,Bogota
inbound_17,inbound_17__A06,inbound_17,A06,235082332,bogota_columbia_2__B05,Bogota,Colombia,Bogota
inbound_17,inbound_17__A07,inbound_17,A07,235082319,bogota_columbia_2__B02,Bogota,Colombia,Bogota
inbound_17,inbound_17__A08,inbound_17,A08,235078167,bogota_columbia_2__F02,Bogota,Colombia,Bogota
inbound_17,inbound_17__A09,inbound_17,A09,235082326,bogota_columbia_1__G08,Bogota,Colombia,Bogota
inbound_17,inbound_17__A10,inbound_17,A10,235082322,bogota_columbia_1__F07,Bogota,Colombia,Bogota
inbound_17,inbound_17__A11,inbound_17,A11,235082307,bogota_columbia_1__D06,Bogota,Colombia,Bogota
inbound_17,inbound_17__A12,inbound_17,A12,235074167,bogota_columbia_2__D05,Bogota,Colombia,Bogota
inbound_17,inbound_17__B01,inbound_17,B01,235078209,bogota_columbia_1__C04,Bogota,Colombia,Bogota
inbound_17,inbound_17__B02,inbound_17,B02,235082258,bogota_columbia_1__C03,Bogota,Colombia,Bogota
inbound_17,inbound_17__B03,inbound_17,B03,235078144,bogota_columbia_1__C02,Bogota,Colombia,Bogota
inbound_17,inbound_17__B04,inbound_17,B04,235082253,bogota_columbia_1__C01,Bogota,Colombia,Bogota
inbound_17,inbound_17__B05,inbound_17,B05,235074105,bogota_columbia_2__B04,Bogota,Colombia,Bogota
inbound_17,inbound_17__B06,inbound_17,B06,235075537,bogota_columbia_2__A05,Bogota,Colombia,Bogota
inbound_17,inbound_17__B07,inbound_17,B07,235074128,bogota_columbia_2__C02,Bogota,Colombia,Bogota
inbound_17,inbound_17__B08,inbound_17,B08,235082298,bogota_columbia_2__G02,Bogota,Colombia,Bogota
inbound_17,inbound_17__B09,inbound_17,B09,235073105,bogota_columbia_1__E08,Bogota,Colombia,Bogota
inbound_17,inbound_17__B10,inbound_17,B10,235074146,bogota_columbia_1__E07,Bogota,Colombia,Bogota
inbound_17,inbound_17__B11,inbound_17,B11,235073127,bogota_columbia_1__F06,Bogota,Colombia,Bogota
inbound_17,inbound_17__B12,inbound_17,B12,235082281,bogota_columbia_1__C05,Bogota,Colombia,Bogota
inbound_17,inbound_17__C01,inbound_17,C01,235074125,bogota_columbia_1__B04,Bogota,Colombia,Bogota
inbound_17,inbound_17__C02,inbound_17,C02,235074137,bogota_columbia_1__B03,Bogota,Colombia,Bogota
inbound_17,inbound_17__C03,inbound_17,C03,235073046,bogota_columbia_1__B02,Bogota,Colombia,Bogota
inbound_17,inbound_17__C04,inbound_17,C04,235073084,bogota_columbia_1__B01,Bogota,Colombia,Bogota
inbound_17,inbound_17__C05,inbound_17,C05,235073103,bogota_columbia_2__A04,Bogota,Colombia,Bogota
inbound_17,inbound_17__C06,inbound_17,C06,235078156,bogota_columbia_2__F04,Bogota,Colombia,Bogota
inbound_17,inbound_17__C07,inbound_17,C07,235082304,bogota_columbia_2__D02,Bogota,Colombia,Bogota
inbound_17,inbound_17__C08,inbound_17,C08,235081936,bogota_columbia_2__H02,Bogota,Colombia,Bogota
inbound_17,inbound_17__C09,inbound_17,C09,235072734,bogota_columbia_1__D08,Bogota,Colombia,Bogota
inbound_17,inbound_17__C10,inbound_17,C10,235073059,bogota_columbia_1__D07,Bogota,Colombia,Bogota
inbound_17,inbound_17__C11,inbound_17,C11,235074154,bogota_columbia_1__E06,Bogota,Colombia,Bogota
inbound_17,inbound_17__C12,inbound_17,C12,235078219,bogota_columbia_1__B05,Bogota,Colombia,Bogota
inbound_17,inbound_17__D01,inbound_17,D01,235078135,bogota_columbia_1__A04,Bogota,Colombia,Bogota
inbound_17,inbound_17__D02,inbound_17,D02,235074124,bogota_columbia_1__A03,Bogota,Colombia,Bogota
inbound_17,inbound_17__D03,inbound_17,D03,235082293,bogota_columbia_1__A02,Bogota,Colombia,Bogota
inbound_17,inbound_17__D04,inbound_17,D04,235082277,bogota_columbia_1__A01,Bogota,Colombia,Bogota
inbound_17,inbound_17__D06,inbound_17,D06,235074189,bogota_columbia_2__E04,Bogota,Colombia,Bogota
