,building_setting,car_location,car_or_station,city,humidity,light_type,line,place_type,subway_station_autofill,subway_station_surface,surface_material,temperature,temperature_type,traffic,weather
csd16-sin-021,urban,,,singapore,,,ns,other,cck,,Metal,,Celsius,,sunny
csd16-sin-008,urban,,,singapore,,,EW,other,pioneer,,Metal,,,,sunny
csd16-sin-035,urban,,,singapore,,,,other,,,,,,,cloudy
csd16-sin-018,urban,,,singapore,,,ns,other,cck,,Metal,,,,sunny
csd16-sin-011,urban,,,singapore,,,ns,other,bukit batok,,Plastic,,,,sunny
csd16-sin-024,urban,,,singapore,,,ns,other,cck,,Metal,,,,sunny
csd16-sin-002,urban,,,singapore,,,EW,,pioneer,,Metal,,,,sunny
csd16-sin-015,urban,,,singapore,,,ns,,bukit batok,,Metal,,,,cloudy
csd16-sin-006,urban,,,singapore,,,EW,other,pioneer,,Metal,,,,sunny
csd16-sin-004,urban,,,singapore,,,ew,,pioneer,,Plastic,,,,sunny
CSD16-SIN-081,,,,singapore,,,,other,tampines,,,,,,cloudy
csd16-sin-034,urban,,,singapore,,,,other,,,,,,,cloudy
csd16-sin-033,urban,,,singapore,,,,other,,,,,,,cloudy
CS16-SIN-082,,,,singapore,,,,,Tampines,,,,,,
Csd16-sin-065,urban,,,singapore,67.7,,North-east/downtown,other,Chinatown,,Metal,31.4,Celsius,,sunny
csd16-sin-039,urban,,,singapore,,,,other,,,,,,,cloudy
CSD16-SIN-057 and CSD16-SIN-058,urban,,,singapore,,natural_light,Circle Line,,Holland Village,,Metal,,,20,cloudy
CSD16-SIN-041 and CSD16-SIN-042,urban,,,singapore,,natural_light,North South Line,other,Ang Mo Kio,,Metal,,,,sunny
csd16-sin-037,urban,,,singapore,,,,other,,,,,,,cloudy
CSD16-SIN-087,,,,singapore,,,,,,,,,,,
CSD16-SIN-059 and CSD16-SIN-060,urban,,,singapore,,,Circle Line,,Holland Village,,Plastic,,,30,cloudy
CSD16-SIN-049 and CSD16-SIN-050,urban,,,singapore,,natural_light,North South Line,other,Toa Payoh,,Metal,,,20,cloudy
cds16-sin038,urban,,,singapore,,,,other,,,,,,,cloudy
CSD16-SIN-063 and CSD16-SIN-064,urban,,,singapore,,natural_light,Circle Line,,Holland Village,,Metal,,,5,cloudy
CSD16-SIN-053 and CSD16-SIN-054,urban,,,singapore,,natural_light,North South Line,,Toa Payoh,,Metal,,,10,cloudy
CSD16-SIN-085,,,,singapore,,,,,,,,,,,
CSD16-SIN-086,,,,singapore,,,,,,,,,,,cloudy
csd16-sin-040,urban,,,singapore,,,,other,,,,,,,cloudy
CSD16-SIN-088,,,,singapore,,,,,Tampines,,,,,,
CSD16-SIN-84,,,,singapore,,,,,,,,,,,
CS16-SIN-083,,,,singapore,,,,,,,,,,,
,,,,stockholm,,,,,,,,,,,
Deb_A_02,suburban,,,stockholm,,,Red,sub_line,Fruängen,,Wood,21,Celsius,Little,
,urban,,,stockholm,,,,other,,,Leather,25,Celsius,,
Test manual 160616,,middle,subway_car,stockholm,,,Red,sub_line,Tallkrogen,,Wood,,,,
Sj test,,middle,subway_car,stockholm,67,,,other,,,Metal,15,Celsius,,sunny
Test bathroom's  doorknob (M.A.),urban,,,stockholm,,,,school,,,Metal,,,,
test dishwasher kitchen  (M.A.),urban,,,stockholm,,,,school,,,Metal,,,,cloudy
Test table  (M.A.),urban,,,stockholm,,,,school,,,Wood,,,,
Testsilvia,urban,,,stockholm,,,Red,other,Sandsborg,,Rubber,,,20,sunny
CSD16-STO-232,urban,,subway_car,stockholm,,,Blue,sub_line,Akalla,,Metal,,Celsius,,cloudy
CSD16-STO-096,urban,,subway_station,stockholm,,,Green,sub_line,Gamla stan,,Metal,18,Celsius,,cloudy
CSD16-STO-249,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Mörby centrum,,Wood,,Celsius,,
Csd16-sto-393,urban,,subway_station,stockholm,,,Blue,sub_line,Kungsträdgården,,Stone,,Celsius,,sunny
Csd16-sto-394,urban,,,stockholm,,electric_light,Blue,sub_line,Kungsträdgården,,Stone,,,0,sunny
CSD16-STO-250,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Mörby centrum,,Metal,,Celsius,,
CSD16-STO-095,urban,,subway_station,stockholm,,,Green,sub_line,Gamla stan,,Plastic,18,Celsius,,cloudy
CSD16-STO-017,urban,,subway_station,stockholm,,,Red,sub_line,Mariatorget,,Wood,,,,
CSD16-STO-094,urban,,subway_station,stockholm,,,Green,sub_line,Gamla stan,,Plastic,18,Celsius,,cloudy
Csd16-sto-395,urban,,subway_station,stockholm,,electric_light,Blue,sub_line,Kungsträdgården,,Stone,,,2,sunny
CSD16-STO-231,urban,,subway_station,stockholm,,,Blue,sub_line,Akalla,,Wood,,,,cloudy
CSD16-STO-251,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Mörby centrum,,Rubber,,Celsius,,
CSD16-STO-018,urban,,subway_station,stockholm,,,Red,sub_line,Mariatorget,,Plastic,,,,
CSD16-STO-093,urban,,subway_station,stockholm,,,Green,sub_line,Gamla stan,,Concrete,18,Celsius,,cloudy
CSD16-STO-252,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Mörby centrum,,Rubber,,Celsius,,
CSD16-STO-213,urban,,subway_station,stockholm,,,Red,sub_line,Hornstull,,Rubber,,,,
Csd16-sto-393,urban,,subway_station,stockholm,,electric_light,Blue,sub_line,,,Rubber,,,,sunny
CSD16-STO-019,urban,,subway_station,stockholm,,,Red,sub_line,Mariatorget,,Metal,,,,
CSD16-STO-230,urban,,subway_station,stockholm,,,Blue,sub_line,Akalla,,Plastic,,,,cloudy
,,,,stockholm,,,,,,,,,,,
CSD-16-STO-099,urban,,subway_station,stockholm,,,Green,sub_line,Slussen,,Metal,18,Celsius,,cloudy
CSD16-STO-229,urban,,subway_station,stockholm,,,Blue,sub_line,Akalla,,Stone,,,,cloudy
Csd16-sto-122,urban,,subway_station,stockholm,,,Green,sub_line,Vällingby,,Wood,23.9,Celsius,,cloudy
LSH16_16,,,,stockholm,,,Red,sub_line,Slussen,,,,Celsius,,sunny
,,,,stockholm,,,,,,,,,,,
test,suburban,,,stockholm,,,Green,sub_line,,,,,,,snow
LSH16_KU,urban,,,stockholm,,,,school,,,Other,,,,snow
LSH16-STO-065,suburban,,subway_station,stockholm,,,Blue,sub_line,Hjulsta,,Wood,,Celsius,,snow
LSH-STO-193,urban,,,stockholm,,,Green,sub_line,T-Centralen,,Rubber,,,,snow
LSH16-STO-067,suburban,,subway_station,stockholm,,,Blue,sub_line,Hjulsta,,Stone,,Celsius,,snow
LH16-STO-068,suburban,,subway_station,stockholm,,,Blue,sub_line,Hjulsta,,Wood,,Celsius,,snow
LSH-STO-194,urban,,,stockholm,,,Green,sub_line,T-Centralen,,Plastic,,,,snow
Lsh16-sto_20,suburban,,subway_station,stockholm,,,Green,sub_line,Skarpnäck,,Plastic,,,,snow
LSH16-STO-195,,,,stockholm,,,Green,sub_line,T-Centralen,,,,,,
Lsh16-sto-009,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Farsta strand,,Wood,5,Celsius,,snow
LSH16-STO-069,suburban,,subway_station,stockholm,,,Blue,sub_line,Tensta,,Wood,,Celsius,,snow
Lsh16-sto-011,urban,,subway_station,stockholm,,,Green,sub_line,Farsta strand,,Metal,5,Celsius,,snow
Lsh16-sto-012,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Farsta strand,,Rubber,5,Celsius,,snow
LSH16-STO-072,suburban,,subway_station,stockholm,,,Blue,sub_line,Tensta,,Wood,,Celsius,,snow
Lsh16-sto-021,urban,,subway_station,stockholm,,,Green,sub_line,Gullmarsplan,,Wood,,Celsius,,snow
LSH16-STO-073,suburban,,subway_station,stockholm,,,Blue,sub_line,Rinkeby,,Wood,,Celsius,,snow
LSH16-STO-181,urban,,,stockholm,50,,Red,sub_line,Slussen,,,,,,snow
LSH16-STO-074,suburban,,subway_station,stockholm,,,Blue,sub_line,Rinkeby,,Wood,,Celsius,,snow
LSH16-STO-075,suburban,,subway_station,stockholm,,,Blue,sub_line,Rinkeby,,Stone,,Celsius,,snow
Lsh16-sto-013,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Farsta,,Wood,0,Celsius,,snow
LSH16-STO-182,,,,stockholm,,,,,,,Metal,,,,
LSH16-STO-076,suburban,,subway_station,stockholm,,,Blue,sub_line,Rinkeby,,Metal,,Celsius,,snow
Lsh16-sto-016,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Farsta,,Metal,2,Celsius,,snow
LSH16-STO-183,,,,stockholm,,,Red,,Slussen,,Wood,,,,
LSH16-STO-077,suburban,,subway_station,stockholm,,,Blue,sub_line,Rissne,,Wood,,Celsius,,snow
Lsh16-sto-26,urban,,subway_station,stockholm,,,Green,sub_line,Medborgarplatsen,,Wood,8,Celsius,,snow
LSH16-STO-079,suburban,,subway_station,stockholm,,,Blue,sub_line,Rissne,,Metal,,Celsius,,snow
CSD16-STO-013,urban,,subway_station,stockholm,,,Red,sub_line,Zinkensdamm,,Metal,,,,
Lsh16-sto-17,suburban,,subway_station,stockholm,,,Green,sub_line,Skarpnäck,,Stone,,,,snow
Lsh16-sto-018,suburban,,subway_station,stockholm,,,Green,sub_line,Skarpnäck,,Stone,,,,snow
Lsh16-sto-19,suburban,,subway_station,stockholm,,,Green,sub_line,Skarpnäck,,Metal,,,,snow
STO-5,suburban,middle,subway_car,stockholm,,,Blue,sub_line,Hjulsta,,Other,,Celsius,,snow
Lsh16-sto-010,urban,,,stockholm,,electric_light,Green,sub_line,Farsta strand,,Wood,5,Celsius,,snow
LSH16-STO-196,,,,stockholm,,,,,T-Centralen,,Metal,,,,
LSH16-STO-071,suburban,,subway_station,stockholm,,,Blue,sub_line,Tensta,,Stone,,Celsius,,snow
Lsh16-sto-022,urban,,subway_station,stockholm,,,,sub_line,,,Wood,,,,snow
Lsh16-sto-23,urban,,subway_station,stockholm,,,Green,sub_line,Gullmarsplan,,Metal,,,,snow
Lsh16-sto-014,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Farsta,,Wood,0,Celsius,,snow
Lsh16-sto-015,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Farsta,,Ceramic,0,Celsius,,snow
Lsh16-sto-25,urban,,subway_station,stockholm,,,Green,sub_line,Medborgarplatsen,,Wood,8,Celsius,,snow
LSH16-STO-078,suburban,,subway_station,stockholm,,,Blue,sub_line,Rissne,,Wood,,Celsius,,snow
Lhs16-sto-27,urban,,subway_station,stockholm,,,Green,sub_line,Medborgarplatsen,,Plastic,8,Celsius,,snow
Lsh16-sto-031,urban,,subway_station,stockholm,,,Green,sub_line,Gamla stan,,Ceramic,,Celsius,,snow
Csd16-sto-397,,middle,subway_car,stockholm,,electric_light,,sub_line,,,Metal,,,2,
CSD16-STO-253,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Danderyds sjukhus,,Metal,,,,
Csd16-sto-400,,,subway_station,stockholm,,electric_light,Blue,sub_line,Rådhuset,,Wood,,,20,
CSD16-STO-100,urban,,subway_station,stockholm,,,Green,sub_line,Slussen,,Metal,18,Celsius,,cloudy
CSD16-STO-233,urban,,subway_station,stockholm,,,Blue,sub_line,Husby,,Rubber,,,,cloudy
LSH16-STO-070,suburban,,subway_station,stockholm,,,Blue,sub_line,Tensta,,Wood,,Celsius,,snow
Csd16-Sto-121,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Vällingby,,Wood,26.9,Celsius,,cloudy
Lsh16-sto-024,urban,,subway_station,stockholm,,,Green,sub_line,Gullmarsplan,,Plastic,,,,snow
LSH16-STO-080,suburban,,subway_station,stockholm,,,Blue,sub_line,Rissne,,Stone,,Celsius,,snow
Lsh16-sto-28,urban,,subway_station,stockholm,,,Green,sub_line,Medborgarplatsen,,Metal,8,Celsius,,snow
Lsh16-sto-029,urban,,subway_station,stockholm,,,Green,sub_line,Gamla stan,,Wood,10,Celsius,,snow
Lsh16-sto-030,urban,,subway_station,stockholm,,,Green,sub_line,Gamla stan,,Wood,10,Celsius,,snow
LSH16-STO-082,suburban,,subway_station,stockholm,,,Blue,sub_line,Sundbybergs centrum,,Wood,,Celsius,,snow
LSH16-STO-083,suburban,,subway_station,stockholm,,,Blue,sub_line,Sundbybergs centrum,,Metal,,Celsius,,snow
LSH16-STO-084,suburban,,subway_station,stockholm,,,Blue,sub_line,Sundbybergs centrum,,Stone,,Celsius,,snow
LSH16-STO-178,urban,,,stockholm,,,Red,sub_line,Tekniska hEgskolan,,Tile,,,,
LSH16-STO-086,suburban,,subway_station,stockholm,,,Blue,sub_line,Västra skogen,,Wood,,Celsius,,snow
LSH16-STO-087,suburban,,subway_station,stockholm,,,Blue,sub_line,Västra skogen,,Metal,,Celsius,,snow
LSH16-STO-177,urban,,,stockholm,,,Red,sub_line,Tekniska hEgskolan,,,,,,snow
Lsh-sto-001,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Hagsätra,,Wood,,,,snow
LSH16-STO-088,suburban,,subway_station,stockholm,,,Blue,sub_line,Västra skogen,,Stone,,Celsius,,snow
Lsh-Sto-002,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Hagsätra,,Wood,-1,Celsius,,snow
Lsh-sto-003,suburban,,subway_station,stockholm,,electric_light,Green,sub_line,Hagsätra,,Wood,5,Celsius,,snow
LSH16-STO-173,urban,,,stockholm,,,Red,sub_line,Universitetet,,Metal,,,,snow
LSH16-STO-091,urban,,subway_station,stockholm,,,Green,sub_line,Rådmansgatan,,Metal,,Celsius,,snow
LSH16-STO-174,,,,stockholm,90,,Red,sub_line,Universitetet,,Plastic,1,Celsius,,snow
LSH16-STO-092,urban,,subway_station,stockholm,,,Green,sub_line,Rådmansgatan,,Stone,,Celsius,,snow
LSH16-STO-175,urban,,,stockholm,,,Red,sub_line,Universitetet,,Wood,,,,snow
LSH16-STO-093,urban,,subway_station,stockholm,,,Green,sub_line,Hötorget (tidigare Kungsgatan),,Wood,,Celsius,,snow
LSH16-STO-094,urban,,subway_station,stockholm,,,Green,sub_line,Hötorget (tidigare Kungsgatan),,Wood,,Celsius,,snow
CSD16-STO-014,urban,,subway_station,stockholm,,,Red,sub_line,Zinkensdamm,,Metal,,,,
CSD16-STO-098,urban,,subway_station,stockholm,,,Green,sub_line,Slussen,,Wood,18,Celsius,,cloudy
CSD16-STO-097,urban,,subway_station,stockholm,,,Green,sub_line,Slussen,,Wood,18,Celsius,,cloudy
CSD16-STO-254,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Danderyds sjukhus,,Metal,,,,
CSD16-STO-255,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Danderyds sjukhus,,Stone,,,,
LSH16-STO-081,suburban,,subway_station,stockholm,,,Blue,sub_line,Sundbybergs centrum,,Wood,,Celsius,,snow
Lsh16-sto-032,urban,,subway_station,stockholm,,,Green,sub_line,Gamla stan,,Metal,,,,snow
LSH16-STO-085,suburban,,subway_station,stockholm,,,Blue,sub_line,Västra skogen,,Wood,,Celsius,,snow
Lsh-sto-004,suburban,,subway_car,stockholm,,electric_light,Green,sub_line,Hagsätra,,Metal,5,Celsius,,
LSH16-STO-089,urban,,subway_station,stockholm,,,Green,sub_line,Rådmansgatan,,Wood,,Celsius,,snow
LSH16-STO-095,urban,,subway_station,stockholm,,,Green,sub_line,Hötorget (tidigare Kungsgatan),,Metal,,Celsius,,snow
LSH16-STO-096,urban,,subway_station,stockholm,,,Green,sub_line,Hötorget (tidigare Kungsgatan),,Stone,,Celsius,,snow
CSD16-STO-016,urban,,subway_station,stockholm,,,Red,sub_line,Zinkensdamm,,Wood,,,,
Csd16-sto-398,urban,,,stockholm,,electric_light,Blue,sub_line,Rådhuset,,Rubber,,,30,sunny
CSD16-STO-234,suburban,,subway_station,stockholm,,,Blue,sub_line,Husby,,Rubber,,,,cloudy
CSD16-STO-256,suburban,,subway_car,stockholm,,electric_light,Red,sub_line,Danderyds sjukhus,,Stone,,,,
CSD16-STO-029,other,middle,subway_car,stockholm,,,Red,sub_line,Hägerstensåsen,,Metal,,,,
CSD16-STO-113,,,subway_station,stockholm,,electric_light,Green,sub_line,Medborgarplatsen,,Metal,18,Celsius,,cloudy
CSD-STO-416,,first,,stockholm,,,Red,,Östermalmstorg,,Metal,,,,
Csd16-sto-399,,,subway_station,stockholm,,electric_light,,sub_line,,,Metal,,,20,
CSD16-STO-257,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Bergshamra,,Metal,,,,
CSD16-STO-235,urban,,subway_station,stockholm,,,Blue,sub_line,Husby,,Metal,,Celsius,,cloudy
LSH16-STO-090,urban,,subway_station,stockholm,,,Green,sub_line,Rådmansgatan,,Wood,,Celsius,,snow
CSD16-STO-114,,,subway_station,stockholm,,,Green,sub_line,Medborgarplatsen,,Metal,18,Celsius,,cloudy
CSD16-ST0-030,suburban,,subway_station,stockholm,,,Red,sub_line,Hägerstensåsen,,Metal,,,,
CSD16-STO-258,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Bergshamra,,Rubber,,,,
CSD16-STO-236,urban,,subway_station,stockholm,,,Blue,sub_line,Husby,,Metal,,,,cloudy
CSD-STO-401,,,,stockholm,,,,,T-Centralen,,Rubber,,,,
Csd16-sto-123,urban,,,stockholm,,,Green,sub_line,Vällingby,,Tile,22.8,Celsius,,cloudy
CSD16-STO-032,suburban,,subway_station,stockholm,,,Red,sub_line,Hägerstensåsen,,Metal,,,,
CSD16-STO-115,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Medborgarplatsen,,Wood,18,Celsius,,cloudy
CSD16-STO-031,suburban,,subway_station,stockholm,,,Red,sub_line,Hägerstensåsen,,Wood,,,,
CSD16-STO-116,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Medborgarplatsen,,Wood,18,Celsius,,cloudy
Csd16-sto-124,urban,,subway_station,stockholm,,,Green,sub_line,Vällingby,,Metal,,Celsius,,cloudy
CSD-STO-405,urban,,subway_station,stockholm,,,Green,sub_line,T-Centralen,,Metal,,,,
CSD16-STO-259,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Bergshamra,,Metal,,,,
CSD16-STO-281,urban,,subway_station,stockholm,,,Red,sub_line,Skärholmen,,Metal,,Celsius,,sunny
CSD-STO-402,,,,stockholm,,,,,T-Centralen,,Metal,,,,
CSD16-STO-237,urban,,subway_station,stockholm,,,Blue,sub_line,Kista,,Glass,,Celsius,,cloudy
CSD16-STO-282,urban,,subway_station,stockholm,,,Red,sub_line,Skärholmen,,Glass,,Celsius,,sunny
CSD16-STO-238,urban,,subway_station,stockholm,,,Blue,sub_line,Kista,,Plastic,,Celsius,,cloudy
CSD16-STO-260,suburban,last,subway_car,stockholm,,electric_light,Red,sub_line,Bergshamra,,Metal,,Celsius,,
CSD16-STO-117,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Skanstull,,Metal,18,Celsius,,cloudy
,urban,,subway_station,stockholm,,,Green,sub_line,Skanstull,,Metal,18,Celsius,,cloudy
CSD16-STO-028,suburban,,,stockholm,,,Red,sub_line,Västertorp,,Metal,,,,
CSD-STO-404,,,,stockholm,,,,,T-Centralen,,Concrete,,,50,
CSD16-STO-406,urban,,subway_station,stockholm,,,Green,sub_line,T-Centralen,,Rubber,,,,
Csd16-sto-126,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Råcksta,,Wood,22.8,Celsius,,cloudy
CSD16-STO-024,suburban,,subway_station,stockholm,,,Red,sub_line,Fruängen,,Metal,,,,
CSD16-STO-274,suburban,,subway_station,stockholm,,,Blue,sub_line,Hallonbergen,,Metal,,,,
Csd16-Sto-131,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Blackeberg,,Wood,23,Celsius,,cloudy
LSH16-STO-179,urban,,subway_station,stockholm,,,Red,sub_line,Tekniska hEgskolan,,Other,,,,
LSH16-STO-169,urban,,,stockholm,,,Red,sub_line,Danderyds sjukhus,,Metal,1,Celsius,,snow
LSH16-STO-171,urban,,,stockholm,,,Red,sub_line,Danderyds sjukhus,,Metal,1,Celsius,,snow
CSD16-STO-239,suburban,,subway_station,stockholm,,,Blue,sub_line,Kista,,Plastic,,Celsius,,cloudy
Lsh-sto-124,urban,,,stockholm,,electric_light,Red,sub_line,Zinkensdamm,,Wood,,,,snow
LSH16-STO-172,,,,stockholm,,,Red,,Danderyds sjukhus,,Metal,,,,
LSH16-STO-170,,,,stockholm,,,Red,sub_line,Danderyds sjukhus,,Wood,,,,
LSH16-STO-133. Dup w 134,urban,,subway_station,stockholm,,,Blue,sub_line,Akalla,,Stainless Steel,-2,Celsius,,snow
LSH16-STO-135,urban,,subway_station,stockholm,,,Blue,sub_line,Akalla,,Rubber,-2,Celsius,,snow
LSH16-STO-136,urban,,subway_station,stockholm,,,Blue,sub_line,Akalla,,Wood,-2,Celsius,,snow
LSH16-STO-137,urban,,subway_station,stockholm,-2,,Blue,sub_line,Kista,,Stainless Steel,,Celsius,,snow
LSH16-STO-138. Dup w 139,urban,,subway_station,stockholm,,,Blue,sub_line,Kista,,Stainless Steel,-2,Celsius,,snow
LSH16-STO-139 dup w 138,urban,,subway_station,stockholm,,,Blue,sub_line,Kista,,Stainless Steel,-2,Celsius,,snow
LSH16-STO-140,urban,,subway_station,stockholm,,,Blue,sub_line,Kista,,Wood,-2,Celsius,,snow
LSH16-STO-141 dup w 142,urban,,subway_station,stockholm,,,Blue,sub_line,Solna centrum,,Stainless Steel,,,,snow
LSH16-STO-142 dup w 141,urban,,subway_station,stockholm,,,Blue,sub_line,Solna centrum,,Stone,,,,
LSH16-STO-143,urban,,subway_station,stockholm,,,Blue,sub_line,Solna centrum,,Rubber,-2,Celsius,,snow
LDH16-STO-144,urban,,subway_station,stockholm,,,Blue,sub_line,Solna centrum,,Concrete,-2,Celsius,,snow
LSH16-STO-186,urban,,,stockholm,,,Green,sub_line,Skanstull,,Metal,1,Celsius,,snow
LSH16-STO-145. Dup w 146,urban,,subway_station,stockholm,,,Blue,sub_line,Rådhuset,,Stainless Steel,-2,Celsius,,snow
LSH16-STO-187,urban,,,stockholm,,,Green,sub_line,Skanstull,,Metal,2,Celsius,,snow
LSH16-STO-146. Dup w 145,urban,,subway_station,stockholm,,,Blue,sub_line,Rådhuset,,Stainless Steel,,,,
LSH16-STO-147,urban,,subway_station,stockholm,,,Blue,sub_line,Rådhuset,,Concrete,,Celsius,,
LSH16-STO-148,urban,,subway_station,stockholm,,,Blue,sub_line,Rådhuset,,Wood,,,,
LSH16-STO-189,urban,,subway_station,stockholm,,,Green,sub_line,Fridhemsplan,,Wood,,,,snow
LSH16-STO-190,,,subway_station,stockholm,,,Green,sub_line,Fridhemsplan,,Metal,,,9999,
LSH16-STO-191,,,subway_station,stockholm,,,,,,,Wood,,,,
LSH-STO-197,urban,,subway_station,stockholm,,electric_light,Blue,sub_line,Stadshagen,,Wood,15,Celsius,,snow
LSH-STO-198,urban,,subway_station,stockholm,,electric_light,Blue,sub_line,Stadshagen,,Wood,15,Celsius,,snow
LSH-STO-199,urban,,,stockholm,,electric_light,Blue,sub_line,Stadshagen,,Stone,,,,snow
LSH-STO-200,,,subway_station,stockholm,,,Blue,sub_line,Stadshagen,,Glass,,,,snow
Csd16-sto-125,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Råcksta,,Wood,22.8,Celsius,,cloudy
CSD16-STO-025,suburban,,subway_station,stockholm,,,Red,sub_line,Västertorp,,Metal,,,,
CSD16-STO-119,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Skanstull,,Glass,18,Celsius,,cloudy
CSD16-STO-240,urban,,subway_station,stockholm,,,Blue,sub_line,Kista,,Metal,20,Celsius,,cloudy
CSD16-STO-026,suburban,,subway_station,stockholm,,,Red,sub_line,Västertorp,,Metal,,,,
CSD16-STO-283,urban,,subway_station,stockholm,,,Red,sub_line,Skärholmen,,Metal,,,,sunny
CSD16-STO-027,suburban,,subway_station,stockholm,,,Red,sub_line,Västertorp,,Metal,,,,
CSD16-STO-120,urban,,subway_station,stockholm,,,Green,sub_line,Skanstull,,Rubber,18,Celsius,,cloudy
CSD16-STO-284,urban,,subway_station,stockholm,,,Red,sub_line,Skärholmen,,Metal,,Celsius,,sunny
Csd16-sto-128,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Råcksta,,Metal,22.6,Celsius,,cloudy
Csd16-sto-127,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Råcksta,,Concrete,,Celsius,,cloudy
CSD-STO-409,,,,stockholm,,,,sub_line,T-Centralen,,Rubber,,,1000,
CSD16-STO-403,urban,,subway_station,stockholm,,,Green,sub_line,T-Centralen,,Rubber,,,,
CSD16-STO-285,urban,,subway_station,stockholm,,natural_light,Red,sub_line,Sätra,,Metal,,Celsius,,sunny
CSD16-STO-286,urban,,subway_station,stockholm,,natural_light,Red,sub_line,Sätra,,Stainless Steel,,Celsius,,sunny
CSD16-STO-287,urban,,subway_station,stockholm,,natural_light,Red,sub_line,Sätra,,Stainless Steel,,Celsius,,sunny
CSD16-STO-022,suburban,,subway_station,stockholm,,,Red,sub_line,Fruängen,,Plastic,,,,
CSD16-STO-288,urban,,subway_station,stockholm,,electric_light,Red,sub_line,Sätra,,Plastic,,Celsius,,sunny
CSD16-STO-273,suburban,,subway_station,stockholm,,,Blue,sub_line,Hallonbergen,,Metal,,,,
Csd16-sto-129,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Blackeberg,,Wood,24.7,Celsius,,cloudy
CSD16-STO-023,suburban,,subway_station,stockholm,,,Red,sub_line,Fruängen,,Plastic,,,,
Csd16-sto-130,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Blackeberg,,Plastic,23.9,Celsius,,cloudy
CSD-STO-410,,middle,subway_car,stockholm,,,Green,,,,Metal,,,200,
CSD16-STO-289,urban,,subway_station,stockholm,,,Red,sub_line,Bredäng,,Wood,,,,cloudy
Csd16-sto-338,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Globen,,Wood,,,20,cloudy
CSD16-STO-275,suburban,,subway_station,stockholm,,electric_light,Blue,sub_line,Hallonbergen,,Tile,,,,
CSD16-STO-276,suburban,,subway_station,stockholm,,electric_light,Blue,sub_line,Hallonbergen,,Tile,,,,
CSD16-STO-290,urban,,subway_station,stockholm,,,Red,sub_line,Bredäng,,Rubber,,Celsius,,sunny
Csd16-sto-339,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Globen,,Metal,,,30,cloudy
CSD16-STO-038,suburban,,,stockholm,,,Red,bus_line,Masmo,,Plastic,,,30,
LSH16-STO-134. Dup w 133,urban,,subway_station,stockholm,,,Blue,sub_line,Akalla,,Stainless Steel,-2,Celsius,,snow
LSH16-STO-185,urban,,,stockholm,,,Green,sub_line,Skanstull,,Metal,,,,
LSH16-STO-188,urban,,,stockholm,,,Green,bus_line,Skanstull,,Plastic,5,Celsius,999,snow
Csd-Sto-132,urban,,subway_car,stockholm,,,Green,sub_line,Blackeberg,,Plastic,,Celsius,,cloudy
CSD16-STO-277,suburban,,subway_station,stockholm,,electric_light,Blue,sub_line,Näckrosen,,Metal,,,,
CSD16-STO-291,urban,,subway_station,stockholm,,,Red,sub_line,Bredäng,,Plastic,,Celsius,,cloudy
CSD16-STO-278,suburban,,subway_station,stockholm,,electric_light,Blue,sub_line,Näckrosen,,Rubber,,,,
CSD16-STO-292,urban,first,subway_car,stockholm,,,Red,sub_line,Ropsten,,Metal,,Celsius,,cloudy
CSD16-STO-279,suburban,,subway_station,stockholm,,electric_light,Blue,sub_line,Näckrosen,,Wood,,,,
Csd16-sto-334,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Enskede gård,,Metal,,,4,cloudy
Csd16-sto-333,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Enskede gård,,Metal,,,4,cloudy
