,building_setting,car_location,car_or_station,city,humidity,light_type,line,place_type,subway_station_autofill,subway_station_surface,surface_material,temperature,temperature_type,traffic,weather
CSD16-STO-280,suburban,,subway_station,stockholm,,electric_light,Blue,sub_line,Näckrosen,,Wood,,,,
Csd16-sto-349,urban,,subway_station,stockholm,,,Green,sub_line,Kristineberg,,Metal,25.4,Celsius,,cloudy
Csd16-sto-350,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Kristineberg,,Metal,,Celsius,,cloudy
Csd16-sto-335,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Enskede gård,,Wood,,,4,cloudy
Csd16-sto-351,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Kristineberg,,Metal,24.8,Celsius,,cloudy
Csd16-sto-336,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Enskede gård,,Metal,,,0,cloudy
Csd16-sto-352,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Kristineberg,,Plastic,24.4,Celsius,,cloudy
CSD16-STO-189,urban,,subway_station,stockholm,,,Blue,sub_line,Sundbybergs centrum,,Metal,20,Celsius,,sunny
CSD16-STO-092,suburban,,subway_station,stockholm,,,Green,sub_line,Kärrtorp,,Metal,20,Celsius,,cloudy
CSD16-STO-190,urban,,subway_station,stockholm,,,Blue,sub_line,Sundbybergs centrum,,Metal,20,Celsius,,rainy
CSD16-STO-091,suburban,,subway_station,stockholm,,,Green,sub_line,Kärrtorp,,Wood,20,Celsius,,cloudy
CSD16-STO-039,suburban,,subway_station,stockholm,,,Red,sub_line,Masmo,,Wood,,,,
Csd16-sto-353,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Thorildsplan,,Metal,24.1,Celsius,,cloudy
Csd16-sto-354,urban,,subway_station,stockholm,,,Green,sub_line,Thorildsplan,,Metal,,Celsius,,cloudy
CSD16-STO-191,urban,,subway_station,stockholm,,,Blue,sub_line,Sundbybergs centrum,,Metal,,Celsius,,sunny
Csd16-sto-340,suburban,middle,subway_car,stockholm,,natural_light,Green,sub_line,Globen,,Metal,,,100,cloudy
CSD16-STO-037,suburban,,subway_station,stockholm,,,Red,sub_line,Masmo,,Metal,,,,
Csd16-sto-355,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Thorildsplan,,Tile,25.7,Celsius,,cloudy
CSD16-STO-089,suburban,,subway_station,stockholm,,,Green,sub_line,Kärrtorp,,Metal,20,Celsius,,cloudy
CSD16-STO-040,suburban,,subway_station,stockholm,,,Red,sub_line,Masmo,,Metal,,,,
CSD16-STO-090,suburban,,subway_station,stockholm,,,Green,sub_line,Kärrtorp,,Metal,20,Celsius,,cloudy
Csd16-sto-356,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Thorildsplan,,Metal,25.7,Celsius,,cloudy
CSD16-STO-192,urban,,subway_station,stockholm,,,Blue,sub_line,Sundbybergs centrum,,Stone,20,Celsius,,sunny
CSD16-STO-034,suburban,,subway_station,stockholm,,,Red,sub_line,Fittja,,Plastic,,,,
Csd16-sto-358,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Fridhemsplan,,Wood,25.1,Celsius,,cloudy
CSD16-STO-088,suburban,,subway_station,stockholm,,,Green,sub_line,Bagarmossen,,Wood,18,Celsius,,cloudy
CSD16-STO-035,suburban,,subway_station,stockholm,,,Red,sub_line,Fittja,,Glass,,,,
CSD16-STO-185,urban,,subway_station,stockholm,,,Blue,sub_line,Duvbo,,Wood,20,Celsius,,sunny
CSD16-STO-217,urban,,subway_station,stockholm,,,Green,sub_line,Gullmarsplan,,Plastic,,Celsius,,cloudy
Csd16-sto-389,urban,,subway_station,stockholm,,,Red,sub_line,Hornstull,,Wood,,,,sunny
CSD16-STO-187,urban,,subway_station,stockholm,,,Blue,sub_line,Duvbo,,Plastic,20,Celsius,,sunny
CSD-STO-411,,middle,subway_car,stockholm,,,Red,sub_line,,,Glass,21,Celsius,,cloudy
CSD16-STO-041,urban,,subway_station,stockholm,,,Green,sub_line,Hagsätra,,Metal,,,,cloudy
CSD016-STO-048,urban,,subway_station,stockholm,,,Green,sub_line,Rågsved,,Other,,,,
,suburban,,subway_station,stockholm,,,Green,sub_line,Bagarmossen,,Tile,18,Celsius,,cloudy
Csd16-sto-360,urban,middle,subway_car,stockholm,,electric_light,Green,sub_line,Fridhemsplan,,Metal,24.6,Celsius,,cloudy
CSD16-STO-142,suburban,,subway_station,stockholm,,,Green,sub_line,Gubbängen,,Stainless Steel,19,Celsius,,cloudy
CSD16-STO-184,urban,,subway_station,stockholm,,,Blue,sub_line,Rissne,,Metal,20,Celsius,,cloudy
CSD-STO-147,suburban,,subway_station,stockholm,,,Green,sub_line,Tallkrogen,,Stainless Steel,,Celsius,,cloudy
Csd16-sto-357,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Fridhemsplan,,Rubber,24.6,Celsius,,cloudy
CSD16-STO-085,suburban,,subway_station,stockholm,,,Green,sub_line,Bagarmossen,,Rubber,18,Celsius,,cloudy
CSD16-STO-033,suburban,,subway_station,stockholm,,,Red,sub_line,Fittja,,Plastic,,,,
CSD16-STO-186,urban,,subway_station,stockholm,,,Blue,sub_line,Duvbo,,Wood,20,Celsius,,sunny
Csd16-sto-390,urban,,subway_station,stockholm,,,,sub_line,Hornstull,,Wood,,,,sunny
CSD16-STO-218,urban,,subway_station,stockholm,,,Green,sub_line,Gullmarsplan,,,,Celsius,,cloudy
CSD16-STO-219,,,subway_station,stockholm,,,Green,sub_line,Gullmarsplan,,Glass,,,,cloudy
CSD16-STO-036,suburban,,subway_station,stockholm,,,Red,sub_line,Fittja,,Plastic,,,,
CSD16-STO-44,urban,,subway_station,stockholm,,,Green,sub_line,Hagsätra,,Other,,,,
CSD16-STO-049,urban,,subway_station,stockholm,,,Green,sub_line,Högdalen,,Metal,,,,
Csd16-sto-391,urban,,subway_station,stockholm,,,Red,sub_line,Hornstull,,Metal,,,,sunny
CSD16-STO-188,urban,,subway_station,stockholm,,,Blue,sub_line,Duvbo,,Metal,20,Celsius,,sunny
CSd 411,,,subway_car,stockholm,,,Red,sub_line,,,Glass,,,,
CSD16-STO-220,urban,,subway_station,stockholm,,,Green,sub_line,Gullmarsplan,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-0501,urban,,subway_station,stockholm,,,Green,sub_line,Högdalen,,Other,,,,
,suburban,,subway_station,stockholm,,,Red,sub_line,Alby,,Stone,,,,
CSD16-STO-181,urban,,subway_station,stockholm,,,Blue,sub_line,Rissne,,Rubber,20,Celsius,,cloudy
CSD-STO-141,suburban,,subway_station,stockholm,,,Green,sub_line,Gubbängen,,Stainless Steel,19,Celsius,,cloudy
CSD16-STO-12,suburban,,subway_station,stockholm,,,Red,sub_line,Alby,,Ceramic,,,,
CDS16-STO-084,suburban,,subway_station,stockholm,,,Green,sub_line,Skarpnäck,,Metal,18,Celsius,,cloudy
CSD16-STO-182,urban,,subway_station,stockholm,,,Blue,sub_line,Rissne,,Rubber,20,Celsius,,cloudy
CSD-STO-11,,,subway_station,stockholm,,,Red,sub_line,Alby,,Concrete,,,,
CSD16-STO-174,,,,stockholm,,,Red,,Ropsten,,Rubber,,,1,
Csd16-sto-387,urban,,subway_station,stockholm,,,Red,sub_line,Liljeholmen,,Metal,,,,sunny
CSD16-STO-082,suburban,first,subway_car,stockholm,,,Green,sub_line,Skarpnäck,,Metal,18,Celsius,,cloudy
CSD16-STO-175,,,,stockholm,,,Red,sub_line,Ropsten,,Stainless Steel,17,Celsius,,
CSD-STO-148,suburban,,subway_station,stockholm,,,Green,sub_line,Tallkrogen,,Stainless Steel,,,,cloudy
CSD16-STO-241,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Svedmyra,,Metal,,,,cloudy
CSD-STO-052,urban,first,subway_car,stockholm,,,Green,sub_line,Högdalen,,Metal,,,,
Csd16-sto-381,urban,,subway_station,stockholm,,,Red,sub_line,Aspudden,,Wood,,,,sunny
Csd16-sto-383,urban,,subway_station,stockholm,,,Red,sub_line,Aspudden,,Metal,,,,sunny
CSD16-STO-046&47,urban,,subway_station,stockholm,,,Green,sub_line,Rågsved,,Metal,,,,
CSD16-STO-086,suburban,,subway_station,stockholm,,,Green,sub_line,Bagarmossen,,Tile,18,Celsius,,cloudy
CSD16-STO-050,urban,,,stockholm,,,Green,sub_line,Högdalen,,Metal,,,,
CSD-STO-144,suburban,,subway_station,stockholm,,,Green,sub_line,Gubbängen,,Plastic,,,,cloudy
CSD16-STO-045,urban,,subway_station,stockholm,,,Green,sub_line,Rågsved,,Metal,,,,
CSD16-STO-042&43,urban,,,stockholm,,,Green,sub_line,Hagsätra,,Metal,,,,
CSD16-STO-143,suburban,first,subway_station,stockholm,,,Green,sub_line,Gubbängen,,Wood,,,,cloudy
Csd16-sto-392,urban,,subway_station,stockholm,,,Red,sub_line,Hornstull,,Glass,,,,sunny
CDS16-STO-081,suburban,,subway_station,stockholm,,,Green,sub_line,Skarpnäck,,Stone,18,Celsius,,cloudy
CSD16-STO-10,suburban,,subway_station,stockholm,,,Red,sub_line,Alby,,Wood,,,,
Csd16-sto-388,urban,,subway_station,stockholm,,,Red,sub_line,Liljeholmen,,Wood,,,,sunny
CSD16-STO-173,suburban,,,stockholm,50,,Red,sub_line,Ropsten,,Plastic,15,Celsius,,sunny
Csd16-sto-385,urban,,subway_station,stockholm,,,Red,sub_line,Liljeholmen,,Rubber,,,,sunny
CSD16-STO-183,urban,,subway_station,stockholm,,,Blue,sub_line,Rissne,,Metal,20,Celsius,,other
CSD16-STO-083,suburban,first,subway_car,stockholm,,,Green,sub_line,Skarpnäck,,Metal,18,Celsius,,cloudy
Csd16-sto-386,urban,,subway_station,stockholm,,,Red,sub_line,Liljeholmen,,Rubber,,,,sunny
CSD16-STO-05,suburban,,subway_station,stockholm,,,Red,sub_line,Hallunda,,Glass,,,,
CSD16-STO-145,suburban,,subway_station,stockholm,,,Green,sub_line,Tallkrogen,,Metal,,,,cloudy
Csd16-sto-133,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Bandhagen,,Wood,26.9,Celsius,,cloudy
CSD16-STO-176,,,,stockholm,,,Red,sub_line,Ropsten,,Stainless Steel,,,,
CSD16-STO-08,suburban,,subway_station,stockholm,,,Red,sub_line,Hallunda,,Metal,,,,
Csd-Sto-134,urban,,subway_station,stockholm,,natural_light,Green,sub_line,Bandhagen,,Wood,26.9,Celsius,,cloudy
CSD16-STO-242,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Svedmyra,,Metal,,Celsius,,cloudy
CSD-STO-146,suburban,,subway_station,stockholm,,,Green,sub_line,Tallkrogen,,Wood,,,,cloudy
Csd16-sto-382,urban,,subway_station,stockholm,,,Red,sub_line,Aspudden,,Wood,,,,sunny
CDS-STO-006,suburban,,subway_station,stockholm,,,Red,sub_line,Hallunda,,Glass,,,,
CSD16-STO-177,,first,subway_car,stockholm,,,Red,sub_line,,,Metal,,,,
Csd-sto-135,,,subway_station,stockholm,,natural_light,Green,sub_line,Bandhagen,,Rubber,25.6,Celsius,,cloudy
CSD16-STO-243,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Svedmyra,,Wood,,,,cloudy
CSD16-STO-007,suburban,,subway_station,stockholm,,,Red,sub_line,Hallunda,,Plastic,,,,
Csd-sto-136,urban,,subway_station,stockholm,,electric_light,Green,sub_line,Bandhagen,,Metal,25.1,Celsius,,cloudy
CSD16-STO-244,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Svedmyra,,Wood,,Celsius,,cloudy
CSD16-STO-149,suburban,,subway_station,stockholm,,,Green,sub_line,Skogskyrkogården,,Wood,,Celsius,,cloudy
CSD16-STO-221,urban,middle,subway_car,stockholm,,,Green,sub_line,,,Other,23,Celsius,,sunny
CSD16-STO-246,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Svedmyra,,Glass,,,,cloudy
CSD16-STO-247,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Svedmyra,,,,Celsius,,cloudy
CSD16-STO-003,suburban,,subway_station,stockholm,,,Red,sub_line,Norsborg,,Wood,,,,
CSD16-STO-363,suburban,,subway_station,stockholm,,,Green,sub_line,Sandsborg,,Stainless Steel,,,,cloudy
CSD16-STO-261,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Björkhagen,,Glass,,Celsius,,cloudy
CSD16-STO-263,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Björkhagen,,Rubber,,,,
CSD16-STO-178,,,subway_station,stockholm,,,Red,sub_line,Gärdet,,Wood,,,,
Csd16-sto-384,urban,,subway_station,stockholm,,,Red,sub_line,Aspudden,,Metal,,,,sunny
CSD16-STO-004,suburban,,,stockholm,,,Red,sub_line,Norsborg,,Wood,,,,
CSD16-STO-222,urban,,subway_station,stockholm,,,Green,sub_line,Brommaplan,,Metal,23,Celsius,,sunny
CSD16-STO-180,,,subway_station,stockholm,,,Red,sub_line,Gärdet,,Stainless Steel,,,,
Csd16-sto-330,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,,,Wood,,,3,sunny
CSD16-STO-245,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Svedmyra,,Concrete,,,,cloudy
CSD16-STO-151,suburban,,subway_station,stockholm,,,Green,sub_line,Skogskyrkogården,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-179,,,subway_station,stockholm,,,Red,sub_line,Gärdet,,Plastic,,,,
CSD16-STO-001,suburban,,subway_station,stockholm,,,Red,sub_line,Norsborg,,Metal,,,,
CSD16-STO-002,suburban,,subway_station,stockholm,,,Red,sub_line,Norsborg,,Plastic,,,,
CSD16-STO-152,suburban,,subway_station,stockholm,,,Green,sub_line,Skogskyrkogården,,Stainless Steel,,Celsius,,cloudy
Csd-sto-140,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Stureby,,Metal,24.1,Celsius,,cloudy
CSD16-STO-110,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Johannelund,,Wood,18,Celsius,,cloudy
CSD16-STO-150,suburban,,subway_station,stockholm,,,Green,sub_line,Skogskyrkogården,,Metal,,,,
CSD16-STO-248,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Sockenplan,,Glass,,,,
Csd16-sto-329,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,,,Metal,,,5,sunny
Csd16-sto-331,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,,,Plastic,,,10,sunny
Csd-sto-137,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Stureby,,Wood,24.2,Celsius,,cloudy
CSD16-STO-223,urban,,subway_station,stockholm,,,Green,sub_line,Brommaplan,,Wood,23,Celsius,,sunny
CSD16-STO-361,suburban,,subway_station,stockholm,,,Green,sub_line,Sandsborg,,Wood,,,,cloudy
Csd-Sto-138,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Stureby,,Wood,24.1,Celsius,,cloudy
Csd16-sto-332,suburban,,subway_station,stockholm,,,Red,sub_line,,,Plastic,,,20,sunny
CSD16-STO-224,urban,,subway_station,stockholm,,,Green,sub_line,Brommaplan,,Concrete,23,Celsius,,sunny
Csd-sto-139,suburban,,subway_station,stockholm,24.1,natural_light,Green,sub_line,Stureby,,Concrete,,Celsius,,cloudy
CSD16-STO-362,suburban,,subway_station,stockholm,,,Green,sub_line,Sandsborg,,Metal,,,,cloudy
Csd16-sto-327,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,Axelsberg,,Metal,,,50,sunny
CSD16-STO-225,urban,,subway_station,stockholm,,,Green,sub_line,Abrahamsberg,,,20,Celsius,,cloudy
Csd16-sto-328,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,Axelsberg,,Metal,,,50,sunny
CSD16-STO-227,urban,,subway_station,stockholm,,,Green,sub_line,Abrahamsberg,,Other,20,Celsius,,cloudy
Csd16-sto-325,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,Axelsberg,,Wood,,,50,sunny
CSD16-STO-226,urban,,subway_station,stockholm,,,Green,sub_line,Abrahamsberg,,Metal,20,Celsius,,cloudy
Csd16-sto-326,suburban,,,stockholm,,natural_light,Red,sub_line,Axelsberg,,,,,30,sunny
CSD16-STO-228,urban,,subway_station,stockholm,,,Green,sub_line,Abrahamsberg,,Wood,20,Celsius,,cloudy
CSD16-STO-365,suburban,,subway_station,stockholm,,,Green,sub_line,Blåsut,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-109,suburban,,subway_station,stockholm,,,Green,sub_line,Johannelund,,Wood,18,Celsius,,cloudy
CSD16-STO-366,suburban,,subway_station,stockholm,,,Green,sub_line,Blåsut,,Metal,,,,cloudy
CSD16-STO-262,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Björkhagen,,Stone,,,,
CSD16-STO-111,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Johannelund,,Plastic,18,Celsius,,cloudy
Csd16-sto-321,suburban,,subway_station,stockholm,,,Red,sub_line,Mälarhöjden,,Ceramic,,,2,sunny
CSD16-STO-367,suburban,,subway_station,stockholm,,,Green,sub_line,Blåsut,,Wood,,,,cloudy
CSD16-STO-112,suburban,,subway_station,stockholm,,,Green,sub_line,Johannelund,,Metal,18,Celsius,,cloudy
Csd16-sto-323,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Mälarhöjden,,Ceramic,,,2,sunny
CSD16-STO-264,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Björkhagen,,Rubber,,,,
Csd16-sto-322,suburban,,subway_station,stockholm,,electric_light,Red,sub_line,Mälarhöjden,,Ceramic,,,2,sunny
CSD16-STO-368,urban,middle,subway_car,stockholm,,,Green,sub_line,Gullmarsplan,,Metal,,,,cloudy
Csd16-sto-324,suburban,,subway_station,stockholm,,electric_light,,sub_line,,,Wood,,,4,sunny
CSD16-STO-108,suburban,,subway_station,stockholm,18,,Green,sub_line,Hässelby gård,,Metal,,Celsius,,cloudy
CSD16-STO-201,,,subway_station,stockholm,,,Green,sub_line,Islandstorget,,Wood,,Celsius,,cloudy
CSD16-STO-202,urban,,subway_station,stockholm,,,Green,sub_line,Islandstorget,,Wood,,Celsius,,cloudy
CSD16-STO-106,suburban,,subway_station,stockholm,18,,Green,sub_line,Hässelby gård,,Glass,,Celsius,,cloudy
CSD16-STO-267,suburban,,subway_station,stockholm,,electric_light,Green,sub_line,Hammarbyhöjden,,Metal,,,,
CSD16-STO-269,suburban,first,subway_car,stockholm,,electric_light,Green,sub_line,Skärmarbrink,,Metal,,,,
CSD16-STO-197,urban,,subway_station,stockholm,,,Red,sub_line,Karlaplan,,Plastic,20,Celsius,,cloudy
CSD16-STO-203,urban,,subway_station,stockholm,,,Green,sub_line,Islandstorget,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-265,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Hammarbyhöjden,,Metal,,,,
CSD16-STO-205,urban,,subway_station,stockholm,,,,sub_line,,,Plastic,,Celsius,,cloudy
CSD16-STO-193,urban,,subway_station,stockholm,,,Red,sub_line,Östermalmstorg,,Stone,20,Celsius,,cloudy
CSD16-STO-105,suburban,,subway_station,stockholm,18,,Green,sub_line,Hässelby gård,,Glass,,Celsius,,cloudy
CSD16-STO-198,urban,,subway_station,stockholm,,,Red,sub_line,Karlaplan,,Plastic,20,Celsius,,cloudy
CSD16-STO-204,urban,,subway_station,stockholm,,,Green,sub_line,Islandstorget,,Plastic,,Celsius,,cloudy
CSD16-STO-266,suburban,,subway_station,stockholm,,electric_light,Green,sub_line,Hammarbyhöjden,,Metal,,,,
CSD16-STO-199,urban,,subway_station,stockholm,,,Red,sub_line,Karlaplan,,Metal,20,Celsius,,cloudy
Csd16-sto-343,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,Telefonplan,,Wood,24.9,Celsius,,cloudy
CSD16-STO-200,urban,,subway_station,stockholm,,,Red,sub_line,Karlaplan,,Rubber,20,Celsius,,cloudy
CSD16-STO-207,urban,,subway_station,stockholm,,,Green,sub_line,Ängbyplan,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-194,urban,,subway_station,stockholm,,,Red,sub_line,Östermalmstorg,,Stone,20,Celsius,,cloudy
CSD16-STO-195,urban,,subway_station,stockholm,,,Red,sub_line,Östermalmstorg,,Rubber,,,,
CSD16-STO-196,urban,,subway_station,stockholm,,,Red,sub_line,Östermalmstorg,,Metal,20,Celsius,,cloudy
CSD16-STO-107,suburban,,subway_station,stockholm,18,,Green,sub_line,Hässelby gård,,Metal,,Celsius,,cloudy
Csd16-sto-341,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,Telefonplan,,Metal,24.9,Celsius,,cloudy
Csd16-sto-342,,,,stockholm,,,,,,,,,,,
CSD16-STO-267,suburban,,subway_station,stockholm,,electric_light,Green,sub_line,Hammarbyhöjden,,Metal,,,,
CSD16-STO-377,urban,,subway_station,stockholm,,,Red,sub_line,Stadion,,Wood,,,,cloudy
CSD16-STO-206,urban,,subway_station,stockholm,,,,sub_line,,,Plastic,,Celsius,,cloudy
CSD16-STO-378,urban,,subway_station,stockholm,,,Red,sub_line,Stadion,,Rubber,,,,cloudy
CSD16-STO-101,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Hässelby strand,,Ceramic,18,Celsius,,cloudy
Csd16-sto-348,urban,,subway_station,stockholm,,electric_light,Red,sub_line,Midsommarkransen,,Glass,20.2,Celsius,,cloudy
CSD16-STO-270,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Skärmarbrink,,Metal,,Celsius,,cloudy
CSD16-STO-102,suburban,middle,subway_car,stockholm,18,electric_light,Green,sub_line,Hässelby strand,,Other,,Celsius,,cloudy
CSD16-STO-364,suburban,,subway_station,stockholm,,,Green,sub_line,Sandsborg,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-104,suburban,,,stockholm,18,,Green,sub_line,Hässelby strand,,Metal,,Celsius,,cloudy
Csd16-sto-344,suburban,,subway_station,stockholm,,natural_light,Red,sub_line,Telefonplan,,Metal,23.6,Celsius,,cloudy
CSD16-STO-103,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Hässelby strand,,Wood,18,Celsius,,cloudy
Csd16-sto-345,urban,,subway_station,stockholm,,electric_light,Red,sub_line,Midsommarkransen,,Wood,22.6,Celsius,,cloudy
Csd16-sto-346,,,,stockholm,,,,,,,,,,,
Csd16-sto-347,urban,,subway_station,stockholm,,,Red,sub_line,Midsommarkransen,,Rubber,21.9,Celsius,,cloudy
CSD16-STO-208,urban,,subway_station,stockholm,,,Green,sub_line,Ängbyplan,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-271,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Skärmarbrink,,Tile,,,,
CSD16-STO-380,urban,,subway_station,stockholm,,,Red,sub_line,Stadion,,Rubber,,,,cloudy
CSD16-STO-153,suburban,,subway_station,stockholm,,,Red,sub_line,Vårby gård,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-272,suburban,,subway_station,stockholm,,natural_light,Green,sub_line,Skärmarbrink,,Glass,,,,
CSD16-STO-209,urban,,subway_station,stockholm,,,Green,sub_line,Åkeshov,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-154,suburban,,subway_station,stockholm,,,Red,sub_line,Vårby gård,,Stainless Steel,,Celsius,,cloudy
CSD-STO-379,urban,,subway_station,stockholm,,,Red,sub_line,Stadion,,Metal,,,,cloudy
CSD16-STO-155,suburban,,subway_station,stockholm,,,Red,sub_line,Vårby gård,,Wood,,,,cloudy
CSD16-STO-210,urban,,subway_station,stockholm,,,Green,sub_line,Åkeshov,,Plastic,,Celsius,,cloudy
CSD16-STO-373,urban,,subway_station,stockholm,,,Red,sub_line,Tekniska hEgskolan,,Wood,,,,cloudy
057-58,urban,,subway_station,stockholm,,,Green,sub_line,Hötorget (tidigare Kungsgatan),,Metal,,,,
60,urban,,subway_station,stockholm,,,Green,sub_line,Hötorget (tidigare Kungsgatan),,Metal,,,,
,urban,,subway_station,stockholm,,,Green,sub_line,Rådmansgatan,,Metal,,,,
59,urban,,subway_station,stockholm,,,Green,sub_line,Hötorget (tidigare Kungsgatan),,,,,,
56,urban,,subway_station,stockholm,,,Green,sub_line,Rådmansgatan,,Other,,,,
53,urban,,subway_station,stockholm,,,Green,sub_line,Rådmansgatan,,Metal,,,,
CSD16-STO-211,urban,,subway_station,stockholm,,,Green,sub_line,Åkeshov,,Plastic,,Celsius,,cloudy
CSD16-STO-156,suburban,,subway_station,stockholm,,,Red,sub_line,Vårby gård,,Stainless Steel,,Celsius,,cloudy
CSD16-STO-374,urban,,subway_station,stockholm,,,Red,sub_line,Tekniska hEgskolan,,Rubber,,,,cloudy
CSD16-STO-212,urban,first,subway_car,stockholm,,,Green,sub_line,Hagsätra,,Metal,,Celsius,,sunny
